Sample	Unique Reads	Duplicate Reads
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG264 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG264_2	27275775	7038818
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG264 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG264_1	26678381	7636212
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG263 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG263_2	29431424	11653763
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG263 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG263_1	27681341	13403846
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG262 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG262_2	32990899	4655167
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG262 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG262_1	32290264	5355802
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG261 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG261_2	28319371	2423326
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG261 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG261_1	28079081	2663616
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG260 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG260_2	27023869	5926020
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG260 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG260_1	26148758	6801131
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG259 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG259_2	27182620	5480618
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG259 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG259_1	26598464	6064774
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG258 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG258_2	31113134	2661119
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG258 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG258_1	30845205	2929048
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG257 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG257_2	20673116	8009335
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG257 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG257_1	19936164	8746287
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG256 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG256_2	33822578	5182871
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG256 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG256_1	33423150	5582299
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG255 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG255_2	28424735	3938054
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG255 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG255_1	28015810	4346979
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG254 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG254_2	16477931	10858014
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG254 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG254_1	15570394	11765551
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG253 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG253_2	23552247	12397784
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG253 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG253_1	22622136	13327895
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG252 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG252_2	26520231	8938083
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG252 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG252_1	25836064	9622250
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG251 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG251_2	28617071	2535131
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG251 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG251_1	28355289	2796913
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG250 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG250_2	24239866	3991743
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG250 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG250_1	23899570	4332039
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG249 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG249_2	21028425	7374700
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG249 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG249_1	20536902	7866223
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG248 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG248_2	27266416	6524555
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG248 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG248_1	26831640	6959331
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG247 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG247_2	25706886	3563470
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG247 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG247_1	25359356	3911000
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG246 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG246_2	24975505	4276038
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG246 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG246_1	24635934	4615609
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG245 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG245_2	18896353	2637562
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG245 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG245_1	18667655	2866260
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG244 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG244_2	25400117	5657263
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG244 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG244_1	24702408	6354972
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG243 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG243_2	41094332	5809925
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG243 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG243_1	40624028	6280229
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG242 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG242_2	29823507	3112096
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG242 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG242_1	29648722	3286881
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG241 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG241_2	30099619	9095733
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG241 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG241_1	28594897	10600455
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG240 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG240_2	21568541	5519134
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG240 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG240_1	21213116	5874559
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG239 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG239_2	34564264	4814975
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG239 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG239_1	34213241	5165998
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG238 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG238_2	37496291	7651223
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG238 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG238_1	36842250	8305264
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG237 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG237_2	25653152	1840443
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG237 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG237_1	25446389	2047206
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG236 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG236_2	29426592	4970008
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG236 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG236_1	29091672	5304928
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG235 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG235_2	25481544	4800954
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG235 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG235_1	25147294	5135204
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG234 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG234_2	30789008	5636563
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG234 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG234_1	30340511	6085060
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG233 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG233_2	28954481	4708894
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG233 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG233_1	28599764	5063611
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG232 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG232_2	28664288	2591701
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG232 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG232_1	28275388	2980601
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG231 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG231_2	33153380	3495176
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG231 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG231_1	32800891	3847665
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG230 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG230_2	25516277	2708076
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG230 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG230_1	25305719	2918634
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG229 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG229_2	20458033	1810602
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG229 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG229_1	20261522	2007113
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG228 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG228_2	24545667	1653091
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG228 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG228_1	24392228	1806530
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG227 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG227_2	20028640	1328199
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG227 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG227_1	19887910	1468929
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG226 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG226_2	28672845	3675769
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG226 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG226_1	28264686	4083928
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG225 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG225_2	10078312	1725938
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG225 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG225_1	9964086	1840164
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG224 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG224_2	23530115	3519145
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG224 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG224_1	23262846	3786414
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG223 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG223_2	24815639	3216209
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG223 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG223_1	24466995	3564853
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG222 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG222_2	35025159	4479744
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG222 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG222_1	34548384	4956519
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG221 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG221_2	30651620	4502075
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG221 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG221_1	30311363	4842332
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG220 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG220_2	19690131	2707547
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG220 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG220_1	19461738	2935940
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG219 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG219_2	28525299	7944941
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG219 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG219_1	27784359	8685881
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG218 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG218_2	31871537	8518457
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG218 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG218_1	31185379	9204615
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG217 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG217_2	30759926	7912965
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG217 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG217_1	30081267	8591624
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG216 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG216_2	30587109	2794898
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG216 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG216_1	30271836	3110171
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG215 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG215_2	30386154	5099646
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG215 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG215_1	30045908	5439892
