Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73
/ | scratch | karcher | fastqc | 230111_PRISMA_Batch1_P3_for_Q | AAAY7KJHV_230111_MG_Batch1_23s000063-1-1_Gross_lane1MG17 | AAAY7KJHV_230111_MG_Batch1_23s000063-1-1_Gross_lane1MG17_1 - illumina_universal_adapter	(1, 4.6687368935424575e-06)	(2, 4.6687368935424575e-06)	(3, 2.100931602094106e-05)	(4, 6.769668495636563e-05)	(5, 7.236542184990809e-05)	(6, 7.469979029667932e-05)	(7, 7.936852719022178e-05)	(8, 7.936852719022178e-05)	(9, 8.403726408376424e-05)	(10, 8.87060009773067e-05)	(15, 9.757660107503736e-05)	(20, 0.00011251655913437322)	(25, 0.0001601376754485063)	(30, 0.00025724740283418945)	(35, 0.0004285900468271976)	(40, 0.0008469088724886019)	(45, 0.001538815680111594)	(50, 0.0024226075740591815)	(55, 0.0036350785453121578)	(60, 0.005057642676774544)	(65, 0.006852772012341618)	(70, 0.009045677731238513)	(75, 0.011760081361144098)	(80, 0.015061812092257324)	(85, 0.019023702220117455)	(90, 0.02422560886690246)	(95, 0.030963063077973578)	(100, 0.039915832945030594)	(105, 0.05097980563534751)	(110, 0.06503830616918256)	(115, 0.08337430344488121)	(120, 0.10751027256342764)	(125, 0.13849854682062634)	(130, 0.17768652368395368)	(135, 0.2273488117679435)	(140, 0.29125121425092715)																																						
/ | scratch | karcher | fastqc | 230111_PRISMA_Batch1_P3_for_Q | AAAY7KJHV_230111_MG_Batch1_23s000063-1-1_Gross_lane1MG17 | AAAY7KJHV_230111_MG_Batch1_23s000063-1-1_Gross_lane1MG17_2 - illumina_universal_adapter	(1, 2.3343684467712287e-06)	(2, 2.3343684467712287e-06)	(3, 1.63405791273986e-05)	(4, 5.602484272250949e-05)	(5, 5.835921116928072e-05)	(6, 6.53623165095944e-05)	(7, 6.53623165095944e-05)	(8, 6.53623165095944e-05)	(9, 6.53623165095944e-05)	(10, 7.189854816055385e-05)	(15, 8.216976932634726e-05)	(20, 9.851034845374586e-05)	(25, 0.0001498664542827129)	(30, 0.0002549130343874182)	(35, 0.0004416625101291165)	(40, 0.000868385062198897)	(45, 0.0015495537749667418)	(50, 0.0024422162690120597)	(55, 0.003630876682107969)	(60, 0.005060910792600024)	(65, 0.006825693338359073)	(70, 0.008971911688320542)	(75, 0.01171339399220867)	(80, 0.015045004639440567)	(85, 0.019023235346428097)	(90, 0.024265760004186926)	(95, 0.03087949268757917)	(100, 0.03962450376287355)	(105, 0.05048725389307877)	(110, 0.06430204636107091)	(115, 0.08241907987646242)	(120, 0.1061199227165307)	(125, 0.13692098062429836)	(130, 0.1763335237322051)	(135, 0.22616482009174113)	(140, 0.28966197621236534)																																						
/ | scratch | karcher | fastqc | 230111_PRISMA_Batch1_P3_for_Q | AAAY7KJHV_230111_MG_Batch1_23s000063-1-1_Gross_lane1MG19 | AAAY7KJHV_230111_MG_Batch1_23s000063-1-1_Gross_lane1MG19_1 - illumina_universal_adapter	(1, 1.846953449131312e-05)	(2, 3.693906898262624e-05)	(3, 4.155645260545452e-05)	(4, 8.311290521090904e-05)	(5, 0.00010619982332505043)	(6, 0.0001269780496277777)	(7, 0.00013390412506202013)	(8, 0.0001385215086848484)	(9, 0.00014775627593050495)	(10, 0.00020039444923074736)	(15, 0.00029274212168731303)	(20, 0.00041464104932997954)	(25, 0.0005928720571711512)	(30, 0.0008168151628783227)	(35, 0.0011834354225308881)	(40, 0.0017185901844166858)	(45, 0.0024278203088831094)	(50, 0.003381771765359433)	(55, 0.004505181200793552)	(60, 0.005997519587691653)	(65, 0.007769209683770864)	(70, 0.010019260723175084)	(75, 0.01272597100287702)	(80, 0.016122056657467222)	(85, 0.02040929735126328)	(90, 0.02614039390391774)	(95, 0.033209608230467834)	(100, 0.04232109133339488)	(105, 0.05437661823423724)	(110, 0.06997829575741173)	(115, 0.09013363700941944)	(120, 0.115916183682568)	(125, 0.14906807461775048)	(130, 0.19113428637516522)	(135, 0.24442074033605268)	(140, 0.31095631486428366)																																						
/ | scratch | karcher | fastqc | 230111_PRISMA_Batch1_P3_for_Q | AAAY7KJHV_230111_MG_Batch1_23s000063-1-1_Gross_lane1MG19 | AAAY7KJHV_230111_MG_Batch1_23s000063-1-1_Gross_lane1MG19_2 - illumina_universal_adapter	(1, 1.846953449131312e-05)	(2, 2.30869181141414e-05)	(3, 3.001299354838382e-05)	(4, 6.002598709676764e-05)	(5, 7.387813796525248e-05)	(6, 9.696505607939389e-05)	(7, 0.00012005197419353528)	(8, 0.00014083020049626254)	(9, 0.00017546057766747465)	(10, 0.00023133091950369684)	(15, 0.0003550768005954947)	(20, 0.0005056035066996966)	(25, 0.0006787553925557572)	(30, 0.0009147036956822823)	(35, 0.001293790891116484)	(40, 0.001835409990074241)	(45, 0.002599125241290039)	(50, 0.0035387628085355935)	(55, 0.004660787028882866)	(60, 0.0061365028347387844)	(65, 0.007897111210123209)	(70, 0.010164246568931893)	(75, 0.012892658551661124)	(80, 0.016349231931710374)	(85, 0.020780996732900955)	(90, 0.02654857061617576)	(95, 0.03354852418838343)	(100, 0.042635996896471774)	(105, 0.0546411943158253)	(110, 0.07016899370103452)	(115, 0.09037374095780651)	(120, 0.11630866129050839)	(125, 0.14975975868445018)	(130, 0.1926945003013189)	(135, 0.2469427552708415)	(140, 0.3142914510550525)																																						
/ | scratch | karcher | fastqc | 230111_PRISMA_Batch1_P3_for_Q | AAAY7KJHV_230111_MG_Batch1_23s000063-1-1_Gross_lane1MG19 | AAAY7KJHV_230111_MG_Batch1_23s000063-1-1_Gross_lane1MG19_2 - polyg	(1, 0.07871253861835369)	(2, 0.0834338133726956)	(3, 0.0843642161726955)	(4, 0.08574019649229833)	(5, 0.08673986004664065)	(6, 0.08725700701239743)	(7, 0.08782956258162813)	(8, 0.08838364861636752)	(9, 0.08896313026103247)	(10, 0.09038851658539956)	(15, 0.09184345416495274)	(20, 0.09267135104852586)	(25, 0.09333763950529998)	(30, 0.09392635591721059)	(35, 0.09442457161011376)	(40, 0.09490616472197475)	(45, 0.0954020717230665)	(50, 0.09588874395691263)	(55, 0.09635740839462967)	(60, 0.09684638932028719)	(65, 0.09733952589120524)	(70, 0.09780819032892232)	(75, 0.09827916345845081)	(80, 0.09874782789616787)	(85, 0.09925620183304129)	(90, 0.09973779494490226)	(95, 0.10026048277100644)	(100, 0.10073884371433144)	(105, 0.10125091155810309)	(110, 0.10186733227175067)	(115, 0.10266613963849995)	(120, 0.10365841537904574)	(125, 0.10488156030073296)	(130, 0.1063729752109065)	(135, 0.10814882095224625)	(140, 0.11022895227433041)																																						
/ | scratch | karcher | fastqc | 230111_PRISMA_Batch1_P3_for_Q | AAAY7KJHV_230111_MG_Batch1_23s000063-1-1_Gross_lane1MG2 | AAAY7KJHV_230111_MG_Batch1_23s000063-1-1_Gross_lane1MG2_1 - illumina_universal_adapter	(1, 8.048454917988257e-06)	(2, 1.0731273223984342e-05)	(3, 1.0731273223984342e-05)	(4, 1.8779728141972597e-05)	(5, 2.1462546447968684e-05)	(6, 3.219381967195303e-05)	(7, 3.7559456283945195e-05)	(8, 4.292509289593737e-05)	(9, 4.560791120193345e-05)	(10, 5.6339184425917785e-05)	(15, 8.370393114707787e-05)	(20, 0.00012662902404301523)	(25, 0.00018940697240332364)	(30, 0.00031603599644633884)	(35, 0.0005134914237676508)	(40, 0.0007608472715804898)	(45, 0.0010623960491744498)	(50, 0.0013784320456207886)	(55, 0.0017652944453454243)	(60, 0.002338880999167387)	(65, 0.0030466084682891545)	(70, 0.0038933059256615193)	(75, 0.005124182964452524)	(80, 0.006711338274279807)	(85, 0.008705745402957299)	(90, 0.011519485242285991)	(95, 0.015549078337892111)	(100, 0.021010759845238945)	(105, 0.028752300349021244)	(110, 0.039341920766449004)	(115, 0.054244976456257255)	(120, 0.07433552962253955)	(125, 0.10052573848933452)	(130, 0.1354334971596332)	(135, 0.18071249483725152)	(140, 0.23830133603010228)																																						
/ | scratch | karcher | fastqc | 230111_PRISMA_Batch1_P3_for_Q | AAAY7KJHV_230111_MG_Batch1_23s000063-1-1_Gross_lane1MG2 | AAAY7KJHV_230111_MG_Batch1_23s000063-1-1_Gross_lane1MG2_2 - illumina_universal_adapter	(1, 0.0)	(2, 5.365636611992171e-06)	(3, 5.365636611992171e-06)	(4, 1.0731273223984342e-05)	(5, 1.0731273223984342e-05)	(6, 2.1462546447968684e-05)	(7, 2.951100136595694e-05)	(8, 3.7559456283945195e-05)	(9, 4.560791120193345e-05)	(10, 5.63391844259178e-05)	(15, 9.336207704866379e-05)	(20, 0.00014594531584618707)	(25, 0.00021140608251249155)	(30, 0.00035037607076308876)	(35, 0.0005998781732207247)	(40, 0.0008670868764979349)	(45, 0.0011584409445291098)	(50, 0.0015104267062757961)	(55, 0.0018956794150168342)	(60, 0.0024553153136476174)	(65, 0.0031662621647365803)	(70, 0.004003838039868558)	(75, 0.0052631529527031205)	(80, 0.006844942625918412)	(85, 0.008855983228093079)	(90, 0.011735720397749276)	(95, 0.015685365507836713)	(100, 0.021029539573380916)	(105, 0.028661621090278578)	(110, 0.03906022484431941)	(115, 0.053539931805441476)	(120, 0.07321518469795557)	(125, 0.09928573986830314)	(130, 0.1344649997511686)	(135, 0.1800487655883481)	(140, 0.2377567239139851)																																						
/ | scratch | karcher | fastqc | 230111_PRISMA_Batch1_P3_for_Q | AAAY7KJHV_230111_MG_Batch1_23s000063-1-1_Gross_lane1MG2 | AAAY7KJHV_230111_MG_Batch1_23s000063-1-1_Gross_lane1MG2_2 - polyg	(1, 0.08336321322221636)	(2, 0.08624456008285616)	(3, 0.08681600038203333)	(4, 0.08804473116617953)	(5, 0.08891664711562826)	(6, 0.08943174823037951)	(7, 0.09002196825769865)	(8, 0.09048609582463597)	(9, 0.0910816814885671)	(10, 0.0925953275768101)	(15, 0.09397751556805928)	(20, 0.09483923680794522)	(25, 0.09551047794810544)	(30, 0.09609157639318419)	(35, 0.09669735676667811)	(40, 0.0973170877953632)	(45, 0.09794701353361109)	(50, 0.09853723356093022)	(55, 0.0991000888415282)	(60, 0.09973055114343729)	(65, 0.10027623638687688)	(70, 0.10084660355873165)	(75, 0.1014110685303132)	(80, 0.1019851916477964)	(85, 0.10265965216992382)	(90, 0.10330138230871808)	(95, 0.10394150275652873)	(100, 0.10456069722155263)	(105, 0.10522174365215006)	(110, 0.10596005524996019)	(115, 0.10678958267017417)	(120, 0.10767759552945888)	(125, 0.10852751236879846)	(130, 0.10942250055567875)	(135, 0.1105466014258911)	(140, 0.11187781586932635)																																						
/ | scratch | karcher | fastqc | 230111_PRISMA_Batch1_P3_for_Q | AAAY7KJHV_230111_MG_Batch1_23s000063-1-1_Gross_lane1MG20 | AAAY7KJHV_230111_MG_Batch1_23s000063-1-1_Gross_lane1MG20_1 - illumina_universal_adapter	(1, 1.6148194387442542e-05)	(2, 1.9084229730613912e-05)	(3, 2.348828274537097e-05)	(4, 4.11044948043992e-05)	(5, 4.697656549074194e-05)	(6, 6.459277754977017e-05)	(7, 6.899683056452722e-05)	(8, 8.22089896087984e-05)	(9, 8.661304262355545e-05)	(10, 0.00010188042640804657)	(15, 0.00013975528233495729)	(20, 0.00020288004221314174)	(25, 0.0002815657894101345)	(30, 0.00037933576633774116)	(35, 0.0005422857278837522)	(40, 0.0007492762195773341)	(45, 0.0009768189586731152)	(50, 0.001248695831450784)	(55, 0.0016045433150431543)	(60, 0.0020572799649601803)	(65, 0.0026494782936778453)	(70, 0.0034642281014079005)	(75, 0.004594308104994562)	(80, 0.006243185553719604)	(85, 0.008581737704555602)	(90, 0.011919716286207133)	(95, 0.01678942450639117)	(100, 0.02395716758967544)	(105, 0.034332822888908744)	(110, 0.04931247520976908)	(115, 0.07070824556606181)	(120, 0.10140889913193325)	(125, 0.14434136954099094)	(130, 0.20409086318866562)	(135, 0.2870908207189144)	(140, 0.40017339637529703)																																						
/ | scratch | karcher | fastqc | 230111_PRISMA_Batch1_P3_for_Q | AAAY7KJHV_230111_MG_Batch1_23s000063-1-1_Gross_lane1MG20 | AAAY7KJHV_230111_MG_Batch1_23s000063-1-1_Gross_lane1MG20_2 - illumina_universal_adapter	(1, 1.4680176715856856e-05)	(2, 1.6148194387442542e-05)	(3, 2.2020265073785285e-05)	(4, 2.9360353431713712e-05)	(5, 3.670044178964214e-05)	(6, 4.404053014757057e-05)	(7, 4.8444583162327624e-05)	(8, 5.5784671520256054e-05)	(9, 5.5784671520256054e-05)	(10, 7.574971185382137e-05)	(15, 0.00011509258545231774)	(20, 0.00019025509023750485)	(25, 0.0002765745293267432)	(30, 0.00037933576633774116)	(35, 0.0005490386091730465)	(40, 0.000760139550347068)	(45, 0.0010179234534775144)	(50, 0.0013012508640935516)	(55, 0.0016612087971663615)	(60, 0.0021236343637158527)	(65, 0.002728164040874838)	(70, 0.0035790270833259016)	(75, 0.004726429695437273)	(80, 0.006400850651647906)	(85, 0.008752614961528174)	(90, 0.012099988856277855)	(95, 0.016903636281240537)	(100, 0.023952469933126365)	(105, 0.034304636949614296)	(110, 0.04922321973533667)	(115, 0.07047512435981401)	(120, 0.101250353223402)	(125, 0.14440155826552598)	(130, 0.20534836712614593)	(135, 0.289877118259584)	(140, 0.40433757530251696)																																						
/ | scratch | karcher | fastqc | 230111_PRISMA_Batch1_P3_for_Q | AAAY7KJHV_230111_MG_Batch1_23s000063-1-1_Gross_lane1MG20 | AAAY7KJHV_230111_MG_Batch1_23s000063-1-1_Gross_lane1MG20_2 - polyg	(1, 0.06114587205688698)	(2, 0.06603143486792414)	(3, 0.06676691172138857)	(4, 0.06754496108732898)	(5, 0.06809693573184519)	(6, 0.06851385275057553)	(7, 0.06895719408739441)	(8, 0.0693682390354384)	(9, 0.06989085332652291)	(10, 0.07122029012991091)	(15, 0.07269623509692316)	(20, 0.07383688482774522)	(25, 0.0748609739554434)	(30, 0.07588653110081316)	(35, 0.07682107115054461)	(40, 0.07781286388946791)	(45, 0.07884458670905832)	(50, 0.07983314980910412)	(55, 0.08081261119958609)	(60, 0.08177944763809242)	(65, 0.0828173361319035)	(70, 0.08381265211323859)	(75, 0.0848713864579862)	(80, 0.08598062061063634)	(85, 0.08710159890465916)	(90, 0.08825281836271667)	(95, 0.08946540095944643)	(100, 0.0906227860917246)	(105, 0.09180101707493925)	(110, 0.09298130328289415)	(115, 0.09424556010166374)	(120, 0.09555238943290932)	(125, 0.09691265460740062)	(130, 0.09832077715798562)	(135, 0.09977000420337499)	(140, 0.10146908785646827)																																						
/ | scratch | karcher | fastqc | 230111_PRISMA_Batch1_P3_for_Q | AAAY7KJHV_230111_MG_Batch1_23s000063-1-1_Gross_lane1MG21 | AAAY7KJHV_230111_MG_Batch1_23s000063-1-1_Gross_lane1MG21_1 - illumina_universal_adapter	(1, 1.6050152661027036e-05)	(2, 3.03169550263844e-05)	(3, 4.1017056800402425e-05)	(4, 6.598396093977782e-05)	(5, 9.273421537482287e-05)	(6, 0.00011770111951419826)	(7, 0.00012661787099254663)	(8, 0.00014801807454058267)	(9, 0.00016585157749727936)	(10, 0.0002247021372543785)	(15, 0.0003274231142849515)	(20, 0.00044583757391741775)	(25, 0.000574238795205634)	(30, 0.0007151234685635379)	(35, 0.0009266288136299608)	(40, 0.0012347917447216798)	(45, 0.0015793350218450603)	(50, 0.0020280259562355497)	(55, 0.002505963835475021)	(60, 0.0031112329258253073)	(65, 0.003937280782779498)	(70, 0.005132125480878177)	(75, 0.00665617664355748)	(80, 0.008691336000975707)	(85, 0.011657404212733504)	(90, 0.015891791154771566)	(95, 0.021904535011651433)	(100, 0.030532027072042167)	(105, 0.04260994528449457)	(110, 0.059478299061174855)	(115, 0.08329101888919284)	(120, 0.11600444004289814)	(125, 0.1609705477380315)	(130, 0.22235417825509982)	(135, 0.3057275879279526)	(140, 0.41754151144608614)																																						
/ | scratch | karcher | fastqc | 230111_PRISMA_Batch1_P3_for_Q | AAAY7KJHV_230111_MG_Batch1_23s000063-1-1_Gross_lane1MG21 | AAAY7KJHV_230111_MG_Batch1_23s000063-1-1_Gross_lane1MG21_2 - illumina_universal_adapter	(1, 1.4266802365357364e-05)	(2, 2.3183553843705718e-05)	(3, 3.210030532205407e-05)	(4, 5.528385916575979e-05)	(5, 8.738416448781386e-05)	(6, 0.0001087843680358499)	(7, 0.00011413441892285892)	(8, 0.00013196792187955564)	(9, 0.00014266802365357366)	(10, 0.00020579862412028)	(15, 0.0003003161897907725)	(20, 0.0004080305476492206)	(25, 0.0005407118096470442)	(30, 0.000698359975784243)	(35, 0.0008948851783670408)	(40, 0.0011620310526583573)	(45, 0.0015226244824427648)	(50, 0.0019952123107952278)	(55, 0.0024895570127548604)	(60, 0.0030812726408580566)	(65, 0.0038830669337911405)	(70, 0.005081121662422026)	(75, 0.0066244330082945585)	(80, 0.008689552650680037)	(85, 0.011642067400190744)	(90, 0.015809400371111632)	(95, 0.021705869788713826)	(100, 0.030112226412441524)	(105, 0.0421056138208792)	(110, 0.05869505161131673)	(115, 0.08207727067796006)	(120, 0.11426353348426539)	(125, 0.1588223239718678)	(130, 0.2207491629889971)	(135, 0.30462369409493306)	(140, 0.41602709037500346)																																						
/ | scratch | karcher | fastqc | 230111_PRISMA_Batch1_P3_for_Q | AAAY7KJHV_230111_MG_Batch1_23s000063-1-1_Gross_lane1MG22 | AAAY7KJHV_230111_MG_Batch1_23s000063-1-1_Gross_lane1MG22_1 - illumina_universal_adapter	(1, 0.0)	(2, 0.0)	(3, 2.2014410104508567e-06)	(4, 4.402882020901713e-06)	(5, 6.6043230313525705e-06)	(6, 6.6043230313525705e-06)	(7, 1.3208646062705141e-05)	(8, 1.3208646062705141e-05)	(9, 1.5410087073155997e-05)	(10, 2.6417292125410282e-05)	(15, 3.8305073581844915e-05)	(20, 5.5476313463361586e-05)	(25, 8.849792862012444e-05)	(30, 0.00015938432915664204)	(35, 0.000300716842027587)	(40, 0.0004706680880343932)	(45, 0.000660432303135257)	(50, 0.0009400153114625158)	(55, 0.0012913652967304725)	(60, 0.00169554986624925)	(65, 0.0022208136913428244)	(70, 0.002905021557390951)	(75, 0.00393221393286732)	(80, 0.005462655723332756)	(85, 0.0074474749383552485)	(90, 0.010270602890157427)	(95, 0.014347231353310324)	(100, 0.020111484495074848)	(105, 0.02841708113930384)	(110, 0.03940579408707034)	(115, 0.05457020034346003)	(120, 0.07550986694666648)	(125, 0.1033145071968629)	(130, 0.14030796222468117)	(135, 0.1881188580896529)	(140, 0.25021270323042977)																																						
/ | scratch | karcher | fastqc | 230111_PRISMA_Batch1_P3_for_Q | AAAY7KJHV_230111_MG_Batch1_23s000063-1-1_Gross_lane1MG22 | AAAY7KJHV_230111_MG_Batch1_23s000063-1-1_Gross_lane1MG22_2 - illumina_universal_adapter	(1, 6.6043230313525705e-06)	(2, 6.6043230313525705e-06)	(3, 1.1007205052254285e-05)	(4, 1.3208646062705141e-05)	(5, 1.9812969094057713e-05)	(6, 1.9812969094057713e-05)	(7, 2.4215851114959426e-05)	(8, 2.4215851114959426e-05)	(9, 2.6417292125410282e-05)	(10, 3.3461903358853023e-05)	(15, 4.0946802794385944e-05)	(20, 6.868495952606672e-05)	(25, 0.000110512338724633)	(30, 0.00018624190948414248)	(35, 0.00033946220381152214)	(40, 0.0005182192138601316)	(45, 0.0007185503458111597)	(50, 0.0009932901839154267)	(55, 0.0013472818983959246)	(60, 0.0017558693499356037)	(65, 0.0022657230879560217)	(70, 0.0029459683601853366)	(75, 0.00395819093679064)	(80, 0.00547234206377874)	(85, 0.007431624563080002)	(90, 0.010179463232324762)	(95, 0.0141781606837077)	(100, 0.019797999295186643)	(105, 0.027921756911952395)	(110, 0.038737436596297456)	(115, 0.053726167860053166)	(120, 0.07447034650153159)	(125, 0.10207069302595814)	(130, 0.1392274949767519)	(135, 0.18740603149046892)	(140, 0.2496508954845627)																																						
/ | scratch | karcher | fastqc | 230111_PRISMA_Batch1_P3_for_Q | AAAY7KJHV_230111_MG_Batch1_23s000063-1-1_Gross_lane1MG24 | AAAY7KJHV_230111_MG_Batch1_23s000063-1-1_Gross_lane1MG24_1 - illumina_universal_adapter	(1, 6.4994577177453196e-06)	(2, 1.2998915435490639e-05)	(3, 2.5997830870981278e-05)	(4, 4.7662689930132345e-05)	(5, 6.066160536562299e-05)	(6, 6.716106308336831e-05)	(7, 7.799349261294384e-05)	(8, 8.665943623660427e-05)	(9, 0.00011265726710758555)	(10, 0.0001546870936823386)	(15, 0.0002508790679049694)	(20, 0.00035357049984534544)	(25, 0.00046406128104701583)	(30, 0.0006183150775481716)	(35, 0.0008280309132407537)	(40, 0.001158636662483399)	(45, 0.001604499461920728)	(50, 0.002163452825646826)	(55, 0.0028415629141982537)	(60, 0.0036795596626062166)	(65, 0.004742004350866985)	(70, 0.00594007105683804)	(75, 0.007530271711779728)	(80, 0.009668160003736754)	(85, 0.012344203394723094)	(90, 0.016094823795043327)	(95, 0.021092040185627114)	(100, 0.027778682285643497)	(105, 0.036701571137745456)	(110, 0.04921562702749229)	(115, 0.06565275559567021)	(120, 0.08655024534694614)	(125, 0.11396235821730882)	(130, 0.14925224713875998)	(135, 0.19393905202852732)	(140, 0.25086606898953384)																																						
/ | scratch | karcher | fastqc | 230111_PRISMA_Batch1_P3_for_Q | AAAY7KJHV_230111_MG_Batch1_23s000063-1-1_Gross_lane1MG24 | AAAY7KJHV_230111_MG_Batch1_23s000063-1-1_Gross_lane1MG24_2 - illumina_universal_adapter	(1, 3.24972885887266e-05)	(2, 3.899674630647192e-05)	(3, 4.7662689930132345e-05)	(4, 5.849511945970788e-05)	(5, 7.149403489519852e-05)	(6, 7.582700670702874e-05)	(7, 7.799349261294384e-05)	(8, 7.799349261294384e-05)	(9, 0.00010399132348392511)	(10, 0.00013432212616673662)	(15, 0.00018935086817698033)	(20, 0.0002825097621313299)	(25, 0.00039213394897063435)	(30, 0.0005667527129873919)	(35, 0.0008050661626380536)	(40, 0.0011456377470479083)	(45, 0.001620964754805683)	(50, 0.002166485905915107)	(55, 0.00288402603795419)	(60, 0.0037575531552191607)	(65, 0.004836463136364884)	(70, 0.006068760319649397)	(75, 0.007700557503984655)	(80, 0.009849711522652441)	(85, 0.01256301847122052)	(90, 0.0163634680473768)	(95, 0.021316054828298733)	(100, 0.027945068403217775)	(105, 0.03683329348082509)	(110, 0.04920046162615089)	(115, 0.06557996166923145)	(120, 0.0865259807047999)	(125, 0.11416340810937772)	(130, 0.15024016471185728)	(135, 0.19580006342170841)	(140, 0.25327996758590443)																																						
