Sample	Filename	File type	Encoding	Total Sequences	Total Bases	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	median_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG371 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG371_1	H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG371_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	22663520.0	3.4 Gbp	0.0	151.0	46.0	90.39968464861504	151.0	151	pass	pass	pass	pass	pass	warn	pass	pass	pass	warn	pass
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG371 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG371_2	H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG371_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	22663520.0	3.4 Gbp	0.0	151.0	46.0	91.58822590989361	151.0	151	pass	pass	pass	pass	pass	warn	pass	pass	pass	pass	pass
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG372 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG372_1	H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG372_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	21395725.0	3.2 Gbp	0.0	151.0	43.0	86.60519872424524	151.0	151	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG372 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG372_2	H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG372_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	21395725.0	3.2 Gbp	0.0	151.0	43.0	88.37827949476531	151.0	151	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG373 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG373_1	H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG373_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	28748967.0	4.3 Gbp	0.0	151.0	44.0	80.6527048722865	151.0	151	pass	pass	pass	pass	pass	pass	pass	pass	pass	warn	pass
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG373 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG373_2	H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG373_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	28748967.0	4.3 Gbp	0.0	151.0	44.0	82.51327848021519	151.0	151	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG374 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG374_1	H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG374_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	25265501.0	3.8 Gbp	0.0	151.0	45.0	77.78127480266494	151.0	151	pass	pass	pass	pass	pass	warn	pass	pass	pass	warn	pass
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG374 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG374_2	H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG374_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	25265501.0	3.8 Gbp	0.0	151.0	45.0	79.69848689484488	151.0	151	pass	pass	pass	pass	pass	warn	pass	pass	pass	pass	pass
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG375 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG375_1	H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG375_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	31250281.0	4.7 Gbp	0.0	151.0	46.0	72.49524500186287	151.0	151	pass	pass	pass	pass	pass	warn	pass	pass	pass	warn	pass
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG375 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG375_2	H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG375_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	31250281.0	4.7 Gbp	0.0	151.0	46.0	75.25874899756367	151.0	151	pass	pass	pass	pass	pass	warn	pass	pass	pass	pass	pass
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG376 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG376_1	H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG376_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	22667240.0	3.4 Gbp	0.0	151.0	44.0	76.02811672314384	151.0	151	pass	pass	pass	pass	pass	pass	pass	pass	pass	warn	pass
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG376 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG376_2	H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG376_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	22667240.0	3.4 Gbp	0.0	151.0	45.0	77.5947627654607	151.0	151	pass	pass	pass	pass	pass	warn	pass	pass	pass	pass	pass
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG377 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG377_1	H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG377_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	16768083.0	2.5 Gbp	0.0	151.0	47.0	81.94731019763039	151.0	151	pass	pass	pass	pass	pass	warn	pass	pass	pass	pass	pass
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG377 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG377_2	H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG377_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	16768083.0	2.5 Gbp	0.0	151.0	47.0	83.8024795235698	151.0	151	pass	pass	pass	pass	pass	warn	pass	pass	pass	pass	pass
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG378 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG378_1	H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG378_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	16706144.0	2.5 Gbp	0.0	151.0	45.0	87.41547134525904	151.0	151	pass	pass	pass	pass	pass	pass	pass	pass	pass	warn	pass
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG378 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG378_2	H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG378_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	16706144.0	2.5 Gbp	0.0	151.0	46.0	90.1027136380547	151.0	151	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG379 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG379_1	H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG379_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	19142569.0	2.8 Gbp	0.0	151.0	44.0	78.4054429168298	151.0	151	pass	pass	pass	pass	pass	pass	pass	pass	pass	warn	pass
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG379 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG379_2	H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG379_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	19142569.0	2.8 Gbp	0.0	151.0	44.0	80.04080189023782	151.0	151	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG380 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG380_1	H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG380_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	21046459.0	3.1 Gbp	0.0	151.0	46.0	91.62649174139676	151.0	151	pass	pass	pass	pass	pass	pass	pass	pass	pass	warn	pass
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG380 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG380_2	H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG380_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	21046459.0	3.1 Gbp	0.0	151.0	46.0	92.80609639892222	151.0	151	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG381 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG381_1	H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG381_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	17441320.0	2.6 Gbp	0.0	151.0	47.0	83.56198664982197	151.0	151	pass	pass	pass	pass	pass	pass	pass	pass	pass	warn	pass
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG381 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG381_2	H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG381_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	17441320.0	2.6 Gbp	0.0	151.0	47.0	85.06724072249486	151.0	151	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG382 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG382_1	H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG382_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	22419141.0	3.3 Gbp	0.0	151.0	45.0	90.98929030023912	151.0	151	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG382 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG382_2	H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG382_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	22419141.0	3.3 Gbp	0.0	151.0	46.0	91.94270629486255	151.0	151	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG383 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG383_1	H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG383_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	26932444.0	4 Gbp	0.0	151.0	43.0	71.97823027415919	151.0	151	pass	pass	pass	pass	pass	pass	pass	pass	pass	warn	pass
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG383 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG383_2	H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG383_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	26932444.0	4 Gbp	0.0	151.0	43.0	74.02829115719832	151.0	151	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG384 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG384_1	H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG384_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	24650218.0	3.7 Gbp	0.0	151.0	48.0	90.86594592326243	151.0	151	pass	pass	pass	pass	pass	warn	pass	pass	pass	warn	pass
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG384 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG384_2	H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG384_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	24650218.0	3.7 Gbp	0.0	151.0	48.0	91.86025310236703	151.0	151	pass	pass	pass	pass	pass	warn	pass	pass	pass	pass	pass
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG385 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG385_1	H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG385_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	21631327.0	3.2 Gbp	0.0	151.0	46.0	92.42690308428678	151.0	151	pass	pass	pass	pass	pass	pass	pass	pass	pass	warn	pass
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG385 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG385_2	H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG385_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	21631327.0	3.2 Gbp	0.0	151.0	46.0	93.51748460462292	151.0	151	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG386 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG386_1	H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG386_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	25165484.0	3.7 Gbp	0.0	151.0	46.0	91.94790775172994	151.0	151	pass	pass	pass	pass	pass	pass	pass	pass	pass	warn	pass
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG386 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG386_2	H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG386_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	25165484.0	3.7 Gbp	0.0	151.0	46.0	92.84386458601823	151.0	151	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG387 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG387_1	H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG387_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	26099562.0	3.9 Gbp	0.0	151.0	46.0	85.99302314905147	151.0	151	pass	pass	pass	pass	pass	pass	pass	pass	pass	warn	pass
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG387 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG387_2	H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG387_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	26099562.0	3.9 Gbp	0.0	151.0	46.0	88.16044557380866	151.0	151	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG388 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG388_1	H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG388_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	26334133.0	3.9 Gbp	0.0	151.0	45.0	88.40604505219382	151.0	151	pass	pass	pass	pass	pass	pass	pass	pass	pass	warn	pass
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG388 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG388_2	H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG388_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	26334133.0	3.9 Gbp	0.0	151.0	45.0	89.34320791639261	151.0	151	pass	pass	pass	pass	pass	warn	pass	pass	pass	pass	pass
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG389 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG389_1	H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG389_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	36292185.0	5.4 Gbp	0.0	151.0	46.0	86.81738904843328	151.0	151	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG389 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG389_2	H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG389_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	36292185.0	5.4 Gbp	0.0	151.0	46.0	87.99641906936019	151.0	151	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG390 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG390_1	H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG390_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	35322676.0	5.3 Gbp	0.0	151.0	46.0	82.83836666301539	151.0	151	pass	pass	pass	pass	pass	pass	pass	pass	pass	warn	pass
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG390 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG390_2	H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG390_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	35322676.0	5.3 Gbp	0.0	151.0	46.0	84.38351375880602	151.0	151	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG391 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG391_1	H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG391_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	34851435.0	5.2 Gbp	0.0	151.0	48.0	89.48035147853182	151.0	151	pass	pass	pass	pass	pass	pass	pass	pass	pass	warn	pass
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG391 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG391_2	H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG391_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	34851435.0	5.2 Gbp	0.0	151.0	48.0	90.80424054866137	151.0	151	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG392 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG392_1	H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG392_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	38567800.0	5.8 Gbp	0.0	151.0	46.0	90.29404435625094	151.0	151	pass	pass	pass	pass	pass	pass	pass	pass	pass	warn	pass
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG392 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG392_2	H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG392_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	38567800.0	5.8 Gbp	0.0	151.0	46.0	91.49948946085516	151.0	151	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG393 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG393_1	H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG393_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	21687097.0	3.2 Gbp	0.0	151.0	47.0	86.924591162909	151.0	151	pass	pass	pass	pass	pass	pass	pass	pass	pass	warn	pass
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG393 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG393_2	H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG393_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	21687097.0	3.2 Gbp	0.0	151.0	47.0	88.53297167831384	151.0	151	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG394 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG394_1	H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG394_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	37231934.0	5.6 Gbp	0.0	151.0	48.0	79.92664855203883	151.0	151	pass	pass	pass	pass	pass	pass	pass	pass	pass	warn	pass
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG394 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG394_2	H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG394_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	37231934.0	5.6 Gbp	0.0	151.0	48.0	81.97766794436035	151.0	151	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG395 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG395_1	H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG395_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	28547841.0	4.3 Gbp	0.0	151.0	48.0	88.95374354793827	151.0	151	pass	pass	pass	pass	pass	pass	pass	pass	pass	warn	pass
