Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG233 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG233_1	(1.0, 73.9689577870638)	(2.0, 17.356004959329024)	(3.0, 4.902981604299026)	(4.0, 1.6177861792648542)	(5.0, 0.6410778217320164)	(6.0, 0.3245438469961848)	(7.0, 0.18113567273416406)	(8.0, 0.11086244618899774)	(9.0, 0.11708727876885469)	('>10', 0.5380816510352566)	('>50', 0.009802292471127004)	('>100', 0.01211429286565587)	('>500', 0.00668119597620971)	('>1k', 0.028723086568397765)	('>5k', 0.0)	('>10k+', 0.18415988470644834)
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG233 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG233_2	(1.0, 75.65259939935494)	(2.0, 16.38568476381023)	(3.0, 4.601707733977019)	(4.0, 1.5154937558642894)	(5.0, 0.5850054397880853)	(6.0, 0.3030140706044034)	(7.0, 0.165348093879651)	(8.0, 0.12016030311803286)	(9.0, 0.09404925851799159)	('>10', 0.5362067324778101)	('>50', 0.00979939496406318)	('>100', 0.007832923189636963)	('>500', 0.0)	('>1k', 0.00517915734137699)	('>5k', 0.017918973112482618)	('>10k+', 0.0)
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG234 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG234_1	(1.0, 71.63073929071567)	(2.0, 18.00153093387472)	(3.0, 5.400864168222292)	(4.0, 1.9099292604501141)	(5.0, 0.8350149491539985)	(6.0, 0.46176087377971164)	(7.0, 0.2935296077075451)	(8.0, 0.21240317000033182)	(9.0, 0.160282036579621)	('>10', 0.7890725412588692)	('>50', 0.04054973233521787)	('>100', 0.021454884344685725)	('>500', 0.005060627105889616)	('>1k', 0.047340743872945804)	('>5k', 0.0)	('>10k+', 0.19046718059847523)
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG234 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG234_2	(1.0, 73.61500095328239)	(2.0, 16.801328389250955)	(3.0, 5.083735785194099)	(4.0, 1.754468675049643)	(5.0, 0.8227129055709345)	(6.0, 0.44563208097835255)	(7.0, 0.30019054832418596)	(8.0, 0.21183991205700733)	(9.0, 0.14647515026158833)	('>10', 0.7349656327301738)	('>50', 0.0404639634855374)	('>100', 0.012052252088534714)	('>500', 0.003980054363180447)	('>1k', 0.0069397140290132645)	('>5k', 0.020213983334408846)	('>10k+', 0.0)
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG235 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG235_1	(1.0, 70.68757903489997)	(2.0, 19.376346105806228)	(3.0, 5.707338703902487)	(4.0, 1.8081615888868867)	(5.0, 0.7475670467527703)	(6.0, 0.37994357449880917)	(7.0, 0.22553208522503232)	(8.0, 0.13010159607100438)	(9.0, 0.09496267714027022)	('>10', 0.5652030237416618)	('>50', 0.006702945170586741)	('>100', 0.02096675332479118)	('>500', 0.005451636926407456)	('>1k', 0.04791164610338569)	('>5k', 0.02528366509685752)	('>10k+', 0.17094791645287305)
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG235 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG235_2	(1.0, 72.34368666293119)	(2.0, 18.589763866120286)	(3.0, 5.42055784316533)	(4.0, 1.6877456075005823)	(5.0, 0.6657770526451892)	(6.0, 0.328412425189365)	(7.0, 0.19071924472993257)	(8.0, 0.1334249247735722)	(9.0, 0.08909957164150636)	('>10', 0.5149663857817394)	('>50', 0.0033034982039388005)	('>100', 0.011635906968946005)	('>500', 0.0)	('>1k', 0.02090701034844752)	('>5k', 0.0)	('>10k+', 0.0)
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG236 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG236_1	(1.0, 73.8056657317339)	(2.0, 16.90029826926894)	(3.0, 4.713546435876424)	(4.0, 1.5952086836975923)	(5.0, 0.7090295601539827)	(6.0, 0.3856728187880951)	(7.0, 0.2786186204110695)	(8.0, 0.1974370628199515)	(9.0, 0.13719978838737928)	('>10', 1.0009416632028187)	('>50', 0.03625953769952702)	('>100', 0.012560180303768485)	('>500', 0.0028980056087647816)	('>1k', 0.05061341660927076)	('>5k', 0.01701907172474284)	('>10k+', 0.15703115371378018)
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG236 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG236_2	(1.0, 75.30817836641086)	(2.0, 16.12113301198891)	(3.0, 4.399172419479939)	(4.0, 1.5351151422204696)	(5.0, 0.6923256262222228)	(6.0, 0.3683100875658496)	(7.0, 0.2479183433962407)	(8.0, 0.15139290466451183)	(9.0, 0.13847622654862232)	('>10', 0.9550162174503286)	('>50', 0.041861648937796106)	('>100', 0.017468539761885553)	('>500', 0.0)	('>1k', 0.004844450397228303)	('>5k', 0.018787014955104885)	('>10k+', 0.0)
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG237 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG237_1	(1.0, 86.58604348410715)	(2.0, 10.379482483591424)	(3.0, 1.8076609827864711)	(4.0, 0.4299552403507486)	(5.0, 0.15161756665973958)	(6.0, 0.08248833656411124)	(7.0, 0.05946156307794404)	(8.0, 0.03735864775543654)	(9.0, 0.021242876814481886)	('>10', 0.10844028309630731)	('>50', 0.004438502905243046)	('>100', 0.02683528981977432)	('>500', 0.005981432375017173)	('>1k', 0.06144398679684708)	('>5k', 0.09463211451849007)	('>10k+', 0.14291720878077324)
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG237 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG237_2	(1.0, 87.70165694537367)	(2.0, 9.79497818381212)	(3.0, 1.603927648314089)	(4.0, 0.43312970729668865)	(5.0, 0.16108851479645264)	(6.0, 0.06959805128813372)	(7.0, 0.045474025215577814)	(8.0, 0.030372080056751224)	(9.0, 0.03042821203685164)	('>10', 0.08514508147671952)	('>50', 0.0022556779405067196)	('>100', 0.014171744167960123)	('>500', 0.0)	('>1k', 0.006754667984186273)	('>5k', 0.02101946024026386)	('>10k+', 0.0)
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG238 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG238_1	(1.0, 68.89175385098851)	(2.0, 18.62129568882084)	(3.0, 6.810754434608884)	(4.0, 2.81805751110548)	(5.0, 1.2358772539633767)	(6.0, 0.5614940916054045)	(7.0, 0.24392720026990725)	(8.0, 0.15878433257772698)	(9.0, 0.09155632800082264)	('>10', 0.28892816377764335)	('>50', 0.01186560314301323)	('>100', 0.022895922988901037)	('>500', 0.004418942086810819)	('>1k', 0.006688093244598831)	('>5k', 0.0)	('>10k+', 0.23170258281809483)
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG238 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG238_2	(1.0, 71.13596848590281)	(2.0, 17.484471038992897)	(3.0, 6.4133244466659285)	(4.0, 2.618791023841445)	(5.0, 1.0930779780443118)	(6.0, 0.49943049718883775)	(7.0, 0.26358165271840556)	(8.0, 0.12589802723610863)	(9.0, 0.08167492948188093)	('>10', 0.24179295467650647)	('>50', 0.007544699760431834)	('>100', 0.01026654715604835)	('>500', 0.001821311028272085)	('>1k', 0.006030616912637274)	('>5k', 0.01632579039346186)	('>10k+', 0.0)
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG239 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG239_1	(1.0, 76.69928650766961)	(2.0, 16.77460072885918)	(3.0, 4.035217628206747)	(4.0, 1.1547040960370984)	(5.0, 0.45787307155218593)	(6.0, 0.17455886545836957)	(7.0, 0.11752818754420752)	(8.0, 0.05733163170212825)	(9.0, 0.04028491600750884)	('>10', 0.1690794324944221)	('>50', 0.011013620329992476)	('>100', 0.020649976684030326)	('>500', 0.00908264614756914)	('>1k', 0.01823633194517056)	('>5k', 0.0)	('>10k+', 0.26055235936175)
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG239 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG239_2	(1.0, 78.11739584939407)	(2.0, 15.84405140547773)	(3.0, 3.9363409933760627)	(4.0, 1.0784038115951144)	(5.0, 0.41986652827136295)	(6.0, 0.18707239034327644)	(7.0, 0.08862188006125954)	(8.0, 0.050418460841227586)	(9.0, 0.04442560026562211)	('>10', 0.179539473283368)	('>50', 0.010865807686234925)	('>100', 0.015565636285826438)	('>500', 0.0019968794926905585)	('>1k', 0.006679738200986146)	('>5k', 0.01875554542524084)	('>10k+', 0.0)
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG240 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG240_1	(1.0, 63.7817964698023)	(2.0, 20.60703257183154)	(3.0, 8.35948982756613)	(4.0, 3.604834054318335)	(5.0, 1.5249053094656633)	(6.0, 0.6844825774124593)	(7.0, 0.35748606915557485)	(8.0, 0.1947166310965568)	(9.0, 0.13039168639859233)	('>10', 0.4133234887854951)	('>50', 0.011347113244720068)	('>100', 0.023038060761282692)	('>500', 0.015142092455302212)	('>1k', 0.018757201377375073)	('>5k', 0.04416181412792035)	('>10k+', 0.22909503220077213)
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG240 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG240_2	(1.0, 65.80054242477567)	(2.0, 19.578301947431324)	(3.0, 7.964491310516525)	(4.0, 3.442998378384274)	(5.0, 1.4767581641491543)	(6.0, 0.6651823865206254)	(7.0, 0.340282547415229)	(8.0, 0.18411688564509376)	(9.0, 0.12466349256762957)	('>10', 0.3743820592598589)	('>50', 0.004456888316659594)	('>100', 0.011747558214319708)	('>500', 0.0)	('>1k', 0.0075713044499059745)	('>5k', 0.024504652353703606)	('>10k+', 0.0)
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG241 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG241_1	(1.0, 57.09409358936174)	(2.0, 20.60025292009085)	(3.0, 9.754415484612782)	(4.0, 4.967425501257865)	(5.0, 2.761290136537244)	(6.0, 1.4529978103716052)	(7.0, 0.7715356664013255)	(8.0, 0.4956315244483346)	(9.0, 0.25918992814027936)	('>10', 1.094718478124879)	('>50', 0.21791246972413142)	('>100', 0.10761094709152094)	('>500', 0.00575295156655268)	('>1k', 0.035152160429010364)	('>5k', 0.06199591198868801)	('>10k+', 0.3200245198530463)
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG241 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG241_2	(1.0, 62.6434132315171)	(2.0, 18.74192217722589)	(3.0, 8.513399397625065)	(4.0, 4.350427568134201)	(5.0, 2.201623543962531)	(6.0, 1.169562550767939)	(7.0, 0.633832951522905)	(8.0, 0.37474922984970277)	(9.0, 0.19669608699589386)	('>10', 0.9036140057663675)	('>50', 0.17205720741134642)	('>100', 0.06424284948163557)	('>500', 0.0)	('>1k', 0.0039347855168683)	('>5k', 0.0)	('>10k+', 0.030524414222607807)
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG242 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG242_1	(1.0, 82.28631892649072)	(2.0, 12.94149389130245)	(3.0, 2.9399158927858458)	(4.0, 0.7721768617181555)	(5.0, 0.2357245131840197)	(6.0, 0.09845484427277844)	(7.0, 0.044272848807644254)	(8.0, 0.03023287674998435)	(9.0, 0.020186512305363554)	('>10', 0.27978384642850906)	('>50', 0.05971824936387267)	('>100', 0.027879536006768117)	('>500', 0.009964342571908312)	('>1k', 0.034267340686321875)	('>5k', 0.016789348867212055)	('>10k+', 0.2028201684584526)
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG242 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG242_2	(1.0, 83.01872981406905)	(2.0, 12.664082864473226)	(3.0, 2.7512332327894664)	(4.0, 0.7789685039419829)	(5.0, 0.23425391934100687)	(6.0, 0.09968700732477169)	(7.0, 0.045382451004944646)	(8.0, 0.023231379032553796)	(9.0, 0.020232452160994764)	('>10', 0.24582587837081016)	('>50', 0.06519442236784362)	('>100', 0.02195071178942448)	('>500', 0.004667594218924599)	('>1k', 0.008714875833492746)	('>5k', 0.017844893281520873)	('>10k+', 0.0)
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG243 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG243_1	(1.0, 76.88595713327456)	(2.0, 15.378639967575753)	(3.0, 4.323071821179071)	(4.0, 1.525927874687675)	(5.0, 0.5655903902364992)	(6.0, 0.26055586305523554)	(7.0, 0.13543628284263537)	(8.0, 0.07833745204490515)	(9.0, 0.06032530112044571)	('>10', 0.3133221575777615)	('>50', 0.13325823561010527)	('>100', 0.06166764049255557)	('>500', 0.010103722070361549)	('>1k', 0.009558446588142512)	('>5k', 0.0)	('>10k+', 0.2582477116443423)
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG243 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG243_2	(1.0, 78.43133074415579)	(2.0, 14.4960315916746)	(3.0, 4.127640150869289)	(4.0, 1.405447806040597)	(5.0, 0.5740311132712805)	(6.0, 0.246137628118734)	(7.0, 0.13879165820815637)	(8.0, 0.0694713195519488)	(9.0, 0.04434872523188238)	('>10', 0.2753730401459243)	('>50', 0.11403319423134717)	('>100', 0.05117647304810145)	('>500', 0.0016924426954504242)	('>1k', 0.005782395166148829)	('>5k', 0.018711717590721728)	('>10k+', 0.0)
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG244 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG244_1	(1.0, 65.8621987736133)	(2.0, 20.059971183696312)	(3.0, 7.338523231482426)	(4.0, 2.869022077760778)	(5.0, 1.2494993084479762)	(6.0, 0.6041996747156384)	(7.0, 0.33476671024816135)	(8.0, 0.18225953037628795)	(9.0, 0.12910257026837957)	('>10', 0.694337873516138)	('>50', 0.25738372881534205)	('>100', 0.11449254929357461)	('>500', 0.004211704708887518)	('>1k', 0.06538142506226065)	('>5k', 0.08077570722730135)	('>10k+', 0.15387395076726562)
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG244 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG244_2	(1.0, 69.31809916959992)	(2.0, 18.479086948766348)	(3.0, 6.534690758716241)	(4.0, 2.558984014257752)	(5.0, 1.06204837895973)	(6.0, 0.491135065697721)	(7.0, 0.29435769161833863)	(8.0, 0.1625658945713724)	(9.0, 0.11428589655699448)	('>10', 0.6158487031154494)	('>50', 0.21326186136490188)	('>100', 0.126043546930086)	('>500', 0.002035586052693051)	('>1k', 0.006776077108535194)	('>5k', 0.02078040668391209)	('>10k+', 0.0)
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG245 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG245_1	(1.0, 76.64864705414003)	(2.0, 16.540006354313057)	(3.0, 3.918162043563897)	(4.0, 1.1366122351631793)	(5.0, 0.4334017449373312)	(6.0, 0.20461599042467904)	(7.0, 0.12730439656162165)	(8.0, 0.06481586707477743)	(9.0, 0.053802804354727826)	('>10', 0.49087498757011083)	('>50', 0.06944390128763814)	('>100', 0.03322539771286713)	('>500', 0.0)	('>1k', 0.03884418391420941)	('>5k', 0.08504622519100798)	('>10k+', 0.1551968137908284)
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG245 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG245_2	(1.0, 78.2265441335909)	(2.0, 15.745934791226166)	(3.0, 3.7398668598013245)	(4.0, 1.0148842460193126)	(5.0, 0.3690066643876976)	(6.0, 0.17079171204143748)	(7.0, 0.08813034830208023)	(8.0, 0.06803092353100405)	(9.0, 0.041729188023114275)	('>10', 0.441689950262404)	('>50', 0.051977699855387055)	('>100', 0.015355424765990054)	('>500', 0.0)	('>1k', 0.02605805819323668)	('>5k', 0.0)	('>10k+', 0.0)
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG246 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG246_1	(1.0, 72.97147870922726)	(2.0, 17.66004392250389)	(3.0, 5.035733284105689)	(4.0, 1.7259331818727717)	(5.0, 0.7375429149281177)	(6.0, 0.3749467524905542)	(7.0, 0.2245566852070306)	(8.0, 0.14021544031024702)	(9.0, 0.1071140331569344)	('>10', 0.5988352678712997)	('>50', 0.12635744024744505)	('>100', 0.0569578695360452)	('>500', 0.0021745095621749)	('>1k', 0.00787132384178939)	('>5k', 0.0)	('>10k+', 0.23023866513875282)
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG246 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG246_2	(1.0, 74.79618828146847)	(2.0, 16.683168508604027)	(3.0, 4.699227249176122)	(4.0, 1.5390314345437972)	(5.0, 0.7019714265726444)	(6.0, 0.3485766914486372)	(7.0, 0.19477685184257662)	(8.0, 0.13142583040723116)	(9.0, 0.10532406612099848)	('>10', 0.6102160582211847)	('>50', 0.1292742465929343)	('>100', 0.03923326272839931)	('>500', 0.0)	('>1k', 0.021586092272892807)	('>5k', 0.0)	('>10k+', 0.0)
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG247 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG247_1	(1.0, 76.09587492527706)	(2.0, 17.396443918221884)	(3.0, 4.316722746611384)	(4.0, 1.1251544240976474)	(5.0, 0.3693511078272914)	(6.0, 0.1427705716313967)	(7.0, 0.07453159162223669)	(8.0, 0.0322861701756818)	(9.0, 0.021224784063040684)	('>10', 0.12886847296294437)	('>50', 0.005578201287236408)	('>100', 0.017865268866426413)	('>500', 0.008166935085577762)	('>1k', 0.00962641744825862)	('>5k', 0.0)	('>10k+', 0.25553446482194786)
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG247 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG247_2	(1.0, 77.95504002345477)	(2.0, 16.3963731226831)	(3.0, 3.94155853925768)	(4.0, 1.0275375082603317)	(5.0, 0.2988375524639613)	(6.0, 0.12397669723108613)	(7.0, 0.054523596938678864)	(8.0, 0.02730925477171279)	(9.0, 0.01621141680545617)	('>10', 0.12248733629243662)	('>50', 0.0023153759113083102)	('>100', 0.010975746534177109)	('>500', 0.0)	('>1k', 0.022853829395286067)	('>5k', 0.0)	('>10k+', 0.0)
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG248 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG248_1	(1.0, 64.96821538427965)	(2.0, 21.388472129835133)	(3.0, 7.758629818475236)	(4.0, 2.8301576912593536)	(5.0, 1.2356857755469108)	(6.0, 0.5615231626794601)	(7.0, 0.3078473982026573)	(8.0, 0.1622175342431311)	(9.0, 0.11604522743350651)	('>10', 0.42955520540139214)	('>50', 0.012124325780872143)	('>100', 0.016371148957055992)	('>500', 0.008959842074162448)	('>1k', 0.0041723528059418365)	('>5k', 0.0)	('>10k+', 0.20002300302557766)
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG248 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG248_2	(1.0, 66.97876245144751)	(2.0, 20.368701307089054)	(3.0, 7.286781948219326)	(4.0, 2.763399912684148)	(5.0, 1.1194953107452172)	(6.0, 0.523356211286116)	(7.0, 0.2701378576733657)	(8.0, 0.1584917259484332)	(9.0, 0.09402554144144384)	('>10', 0.3922398124068498)	('>50', 0.011032032872391595)	('>100', 0.011794790954733233)	('>500', 0.0024008668873948843)	('>1k', 0.019380230344013243)	('>5k', 0.0)	('>10k+', 0.0)
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG249 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG249_1	(1.0, 54.64821706808053)	(2.0, 23.509181645739304)	(3.0, 11.283607423854884)	(4.0, 5.189418791740783)	(5.0, 2.3902568192196294)	(6.0, 1.1244318771461086)	(7.0, 0.5748059260104014)	(8.0, 0.3106114335773086)	(9.0, 0.176801477492318)	('>10', 0.5068447524362744)	('>50', 0.012627138749951949)	('>100', 0.021012335273425987)	('>500', 0.008091942109925622)	('>1k', 0.004205769133003406)	('>5k', 0.0)	('>10k+', 0.23988559943617077)
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG249 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG249_2	(1.0, 57.237010136154595)	(2.0, 22.511060668945625)	(3.0, 10.629136974172468)	(4.0, 4.885557945176119)	(5.0, 2.197830853659001)	(6.0, 1.0495227722993967)	(7.0, 0.5226771038502798)	(8.0, 0.2789920944568764)	(9.0, 0.16708804908022096)	('>10', 0.47585337146491535)	('>50', 0.008953878326462416)	('>100', 0.013231882520975085)	('>500', 0.0)	('>1k', 0.02308426989306075)	('>5k', 0.0)	('>10k+', 0.0)
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG250 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG250_1	(1.0, 72.87257601740626)	(2.0, 18.850987497187543)	(3.0, 5.442199725036134)	(4.0, 1.5170775650814152)	(5.0, 0.4768274014367752)	(6.0, 0.18604779678254355)	(7.0, 0.10679315074696555)	(8.0, 0.054502390315408725)	(9.0, 0.03538943368718517)	('>10', 0.15676070328870234)	('>50', 0.011407733359505703)	('>100', 0.017835310879232787)	('>500', 0.0)	('>1k', 0.07477261538701101)	('>5k', 0.061147736153243246)	('>10k+', 0.13567492325206984)
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG250 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG250_2	(1.0, 74.71306865070719)	(2.0, 18.063528718609938)	(3.0, 4.836609989357623)	(4.0, 1.4082041825192835)	(5.0, 0.45481986440770433)	(6.0, 0.16028061998236356)	(7.0, 0.08886873284132545)	(8.0, 0.05058459445890349)	(9.0, 0.041554073544839754)	('>10', 0.13621477022429665)	('>50', 0.005572360772191533)	('>100', 0.007489627298223814)	('>500', 0.004576569072179711)	('>1k', 0.009418566007869639)	('>5k', 0.01920868019605738)	('>10k+', 0.0)
