230111_MG_Batch1	AAAY7KJHV_230111_MG_Batch1_23s000063-1-1_Gross_lane1MG24	184630788
230111_MG_Batch1	AAAY7KJHV_230111_MG_Batch1_23s000063-1-1_Gross_lane1MG27	172560608
230111_MG_Batch1	AAAY7KJHV_230111_MG_Batch1_23s000063-1-1_Gross_lane1MG15	154414820
230111_MG_Batch1	AAAY7KJHV_230111_MG_Batch1_23s000063-1-1_Gross_lane1MG13	157313276
230111_MG_Batch1	AAAY7KJHV_230111_MG_Batch1_23s000063-1-1_Gross_lane1MG12	183353844
230111_MG_Batch1	AAAY7KJHV_230111_MG_Batch1_23s000063-1-1_Gross_lane1MG22	181699168
230111_MG_Batch1	AAAY7KJHV_230111_MG_Batch1_23s000063-1-1_Gross_lane1MG19	173258292
230111_MG_Batch1	AAAY7KJHV_230111_MG_Batch1_23s000063-1-1_Gross_lane1MG19	173258292
230111_MG_Batch1	AAAY7KJHV_230111_MG_Batch1_23s000063-1-1_Gross_lane1MG26	138599208
230111_MG_Batch1	AAAY7KJHV_230111_MG_Batch1_23s000063-1-1_Gross_lane1MG10	165218468
230111_MG_Batch1	AAAY7KJHV_230111_MG_Batch1_23s000063-1-1_Gross_lane1MG13	157313276
230111_MG_Batch1	AAAY7KJHV_230111_MG_Batch1_23s000063-1-1_Gross_lane1MG14	168398352
230111_MG_Batch1	AAAY7KJHV_230111_MG_Batch1_23s000063-1-1_Gross_lane1MG2	149096940
230111_MG_Batch1	AAAY7KJHV_230111_MG_Batch1_23s000063-1-1_Gross_lane1MG24	184630788
230111_MG_Batch1	AAAY7KJHV_230111_MG_Batch1_23s000063-1-1_Gross_lane1MG1	231376876
230111_MG_Batch1	AAAY7KJHV_230111_MG_Batch1_23s000063-1-1_Gross_lane1MG21	224296932
230111_MG_Batch1	AAAY7KJHV_230111_MG_Batch1_23s000063-1-1_Gross_lane1MG11	171448652
230111_MG_Batch1	AAAY7KJHV_230111_MG_Batch1_23s000063-1-1_Gross_lane1MG12	183353844
230111_MG_Batch1	AAAY7KJHV_230111_MG_Batch1_23s000063-1-1_Gross_lane1MG17	171352556
230111_MG_Batch1	AAAY7KJHV_230111_MG_Batch1_23s000063-1-1_Gross_lane1MG28	138083448
230111_MG_Batch1	AAAY7KJHV_230111_MG_Batch1_23s000063-1-1_Gross_lane1MG20	272476284
230111_MG_Batch1	AAAY7KJHV_230111_MG_Batch1_23s000063-1-1_Gross_lane1MG26	138599208
230111_MG_Batch1	AAAY7KJHV_230111_MG_Batch1_23s000063-1-1_Gross_lane1MG22	181699168
230111_MG_Batch1	AAAY7KJHV_230111_MG_Batch1_23s000063-1-1_Gross_lane1MG17	171352556
230111_MG_Batch1	AAAY7KJHV_230111_MG_Batch1_23s000063-1-1_Gross_lane1MG31	151573536
230111_MG_Batch1	AAAY7KJHV_230111_MG_Batch1_23s000063-1-1_Gross_lane1MG3	194260392
230111_MG_Batch1	AAAY7KJHV_230111_MG_Batch1_23s000063-1-1_Gross_lane1MG37	184632284
230111_MG_Batch1	AAAY7KJHV_230111_MG_Batch1_23s000063-1-1_Gross_lane1MG2	149096940
230111_MG_Batch1	AAAY7KJHV_230111_MG_Batch1_23s000063-1-1_Gross_lane1MG32	152618920
230111_MG_Batch1	AAAY7KJHV_230111_MG_Batch1_23s000063-1-1_Gross_lane1MG10	165218468
230321_PRISMA_Batch2	AACMVJFM5_230321_MG_Batch2_23s001003-1-1_Gross_lane1663	9956248
230321_PRISMA_Batch2	AACMVJFM5_230321_MG_Batch2_23s001003-1-1_Gross_lane1663	9956248
230111_MG_Batch1	AAAY7KJHV_230111_MG_Batch1_23s000063-1-1_Gross_lane1MG4	201039328
230111_MG_Batch1	AAAY7KJHV_230111_MG_Batch1_23s000063-1-1_Gross_lane1MG37	184632284
230111_MG_Batch1	AAAY7KJHV_230111_MG_Batch1_23s000063-1-1_Gross_lane1MG21	224296932
230321_PRISMA_Batch2	AACMVJFM5_230321_MG_Batch2_23s001003-1-1_Gross_lane1671	8840548
230321_PRISMA_Batch2	AACMVJFM5_230321_MG_Batch2_23s001003-1-1_Gross_lane1677	8219440
230111_MG_Batch1	AAAY7KJHV_230111_MG_Batch1_23s000063-1-1_Gross_lane1MG38	163476480
230111_MG_Batch1	AAAY7KJHV_230111_MG_Batch1_23s000063-1-1_Gross_lane1MG3	194260392
230321_PRISMA_Batch2	AACMVJFM5_230321_MG_Batch2_23s001003-1-1_Gross_lane1662	22070768
230321_PRISMA_Batch2	AACMVJFM5_230321_MG_Batch2_23s001003-1-1_Gross_lane1668	10578600
230321_PRISMA_Batch2	AACMVJFM5_230321_MG_Batch2_23s001003-1-1_Gross_lane1671	8840548
230321_PRISMA_Batch2	AACMVJFM5_230321_MG_Batch2_23s001003-1-1_Gross_lane1677	8219440
230321_PRISMA_Batch2	AACMVJFM5_230321_MG_Batch2_23s001003-1-1_Gross_lane1693	9461876
230321_PRISMA_Batch2	AACMVJFM5_230321_MG_Batch2_23s001003-1-1_Gross_lane1668	10578600
230321_PRISMA_Batch2	AACMVJFM5_230321_MG_Batch2_23s001003-1-1_Gross_lane1694	5970048
230321_PRISMA_Batch2	AACMVJFM5_230321_MG_Batch2_23s001003-1-1_Gross_lane1690	9266348
230321_PRISMA_Batch2	AACMVJFM5_230321_MG_Batch2_23s001003-1-1_Gross_lane1690	9266348
230321_PRISMA_Batch2	AACMVJFM5_230321_MG_Batch2_23s001003-1-1_Gross_lane1694	5970048
230321_PRISMA_Batch2	AACMVJFM5_230321_MG_Batch2_23s001003-1-1_Gross_lane1662	22070768
230321_PRISMA_Batch2	AACMVJFM5_230321_MG_Batch2_23s001003-1-1_Gross_lane1697	7383268
230321_PRISMA_Batch2	AACMVJFM5_230321_MG_Batch2_23s001003-1-1_Gross_lane1697	7383268
230321_PRISMA_Batch2	AACMVJFM5_230321_MG_Batch2_23s001003-1-1_Gross_lane1693	9461876
230321_PRISMA_Batch2	AACMVJFM5_230321_MG_Batch2_23s001003-1-1_Gross_lane1MG30	7386756
230321_PRISMA_Batch2	AACMVJFM5_230321_MG_Batch2_23s001003-1-1_Gross_lane1702	9610200
230111_MG_Batch1	AAAY7KJHV_230111_MG_Batch1_23s000063-1-1_Gross_lane1MG28	138083448
230321_PRISMA_Batch2	AACMVJFM5_230321_MG_Batch2_23s001003-1-1_Gross_lane1MG30	7386756
230111_MG_Batch1	AAAY7KJHV_230111_MG_Batch1_23s000063-1-1_Gross_lane1MG27	172560608
230321_PRISMA_Batch2	AACMVJFM5_230321_MG_Batch2_23s001003-1-1_Gross_lane1702	9610200
