"Drug","FC","abb_strain_name"
"Mycophenolate Mofetil",0.179740125081668,"S. salivarius"
"Mycophenolate Mofetil",0.179740125081668,"S. salivarius"
"Mycophenolate Mofetil",0.179740125081668,"S. salivarius"
"Mycophenolate Mofetil",0.179740125081668,"S. salivarius"
"Mycophenolate Mofetil",0.179740125081668,"S. salivarius"
"Mycophenolate Mofetil",0.179740125081668,"S. salivarius"
"Mycophenolate Mofetil",0.179740125081668,"S. salivarius"
"Mycophenolate Mofetil",0.179740125081668,"S. salivarius"
"Mycophenolate Mofetil",0.179740125081668,"S. salivarius"
"Mycophenolate Mofetil",0.179740125081668,"S. salivarius"
"Mycophenolate Mofetil",0.179740125081668,"S. salivarius"
"Mycophenolate Mofetil",0.179740125081668,"S. salivarius"
"Mycophenolate Mofetil",0.179740125081668,"S. salivarius"
"Mycophenolate Mofetil",0.179740125081668,"S. salivarius"
"Mycophenolate Mofetil",0.179740125081668,"S. salivarius"
"Mycophenolate Mofetil",0.179740125081668,"S. salivarius"
"Mycophenolate Mofetil",0.859858215573717,"O. splanchnicus"
"Mycophenolate Mofetil",0.859858215573717,"O. splanchnicus"
"Mycophenolate Mofetil",0.859858215573717,"O. splanchnicus"
"Mycophenolate Mofetil",0.859858215573717,"O. splanchnicus"
"Mycophenolate Mofetil",0.859858215573717,"O. splanchnicus"
"Mycophenolate Mofetil",0.859858215573717,"O. splanchnicus"
"Mycophenolate Mofetil",0.859858215573717,"O. splanchnicus"
"Mycophenolate Mofetil",0.859858215573717,"O. splanchnicus"
"Mycophenolate Mofetil",0.859858215573717,"O. splanchnicus"
"Mycophenolate Mofetil",0.859858215573717,"O. splanchnicus"
"Mycophenolate Mofetil",0.859858215573717,"O. splanchnicus"
"Mycophenolate Mofetil",0.859858215573717,"O. splanchnicus"
"Mycophenolate Mofetil",0.859858215573717,"O. splanchnicus"
"Mycophenolate Mofetil",0.859858215573717,"O. splanchnicus"
"Mycophenolate Mofetil",0.859858215573717,"O. splanchnicus"
"Mycophenolate Mofetil",0.859858215573717,"O. splanchnicus"
"Mycophenolate Mofetil",0.859858215573717,"O. splanchnicus"
"Mycophenolate Mofetil",0.859858215573717,"O. splanchnicus"
"Mycophenolate Mofetil",0.859858215573717,"O. splanchnicus"
"Mycophenolate Mofetil",0.806140377690805,"E. rectale"
"Mycophenolate Mofetil",0.806140377690805,"E. rectale"
"Mycophenolate Mofetil",0.806140377690805,"E. rectale"
"Mycophenolate Mofetil",0.806140377690805,"E. rectale"
"Mycophenolate Mofetil",0.806140377690805,"E. rectale"
"Mycophenolate Mofetil",0.806140377690805,"E. rectale"
"Mycophenolate Mofetil",0.806140377690805,"E. rectale"
"Mycophenolate Mofetil",0.806140377690805,"E. rectale"
"Mycophenolate Mofetil",0.806140377690805,"E. rectale"
"Mycophenolate Mofetil",0.806140377690805,"E. rectale"
"Mycophenolate Mofetil",0.806140377690805,"E. rectale"
"Mycophenolate Mofetil",0.806140377690805,"E. rectale"
"Mycophenolate Mofetil",0.806140377690805,"E. rectale"
"Mycophenolate Mofetil",0.806140377690805,"E. rectale"
"Mycophenolate Mofetil",0.806140377690805,"E. rectale"
"Mycophenolate Mofetil",0.806140377690805,"E. rectale"
"Mycophenolate Mofetil",0.806140377690805,"E. rectale"
"Mycophenolate Mofetil",0.806140377690805,"E. rectale"
"Mycophenolate Mofetil",0.806140377690805,"E. rectale"
"Mycophenolate Mofetil",0.806140377690805,"E. rectale"
"Mycophenolate Mofetil",0.848423713496621,"B. hansenii"
"Mycophenolate Mofetil",0.848423713496621,"B. hansenii"
"Mycophenolate Mofetil",0.848423713496621,"B. hansenii"
"Mycophenolate Mofetil",0.848423713496621,"B. hansenii"
"Mycophenolate Mofetil",0.848423713496621,"B. hansenii"
"Mycophenolate Mofetil",0.848423713496621,"B. hansenii"
"Mycophenolate Mofetil",0.848423713496621,"B. hansenii"
"Mycophenolate Mofetil",0.848423713496621,"B. hansenii"
"Mycophenolate Mofetil",0.848423713496621,"B. hansenii"
"Mycophenolate Mofetil",0.848423713496621,"B. hansenii"
"Mycophenolate Mofetil",0.848423713496621,"B. hansenii"
"Mycophenolate Mofetil",0.848423713496621,"B. hansenii"
"Mycophenolate Mofetil",0.848423713496621,"B. hansenii"
"Mycophenolate Mofetil",0.848423713496621,"B. hansenii"
"Mycophenolate Mofetil",0.848423713496621,"B. hansenii"
"Mycophenolate Mofetil",0.848423713496621,"B. hansenii"
"Mycophenolate Mofetil",0.848423713496621,"B. hansenii"
"Mycophenolate Mofetil",0.848423713496621,"B. hansenii"
"Mycophenolate Mofetil",0.848423713496621,"B. hansenii"
"Mycophenolate Mofetil",0.634891428109358,"L. gasseri"
"Mycophenolate Mofetil",0.634891428109358,"L. gasseri"
"Mycophenolate Mofetil",0.634891428109358,"L. gasseri"
"Mycophenolate Mofetil",0.634891428109358,"L. gasseri"
"Mycophenolate Mofetil",0.634891428109358,"L. gasseri"
"Mycophenolate Mofetil",0.634891428109358,"L. gasseri"
"Mycophenolate Mofetil",0.634891428109358,"L. gasseri"
"Mycophenolate Mofetil",0.634891428109358,"L. gasseri"
"Mycophenolate Mofetil",0.634891428109358,"L. gasseri"
"Mycophenolate Mofetil",0.634891428109358,"L. gasseri"
"Mycophenolate Mofetil",0.634891428109358,"L. gasseri"
"Mycophenolate Mofetil",0.634891428109358,"L. gasseri"
"Mycophenolate Mofetil",0.634891428109358,"L. gasseri"
"Mycophenolate Mofetil",0.634891428109358,"L. gasseri"
"Mycophenolate Mofetil",0.634891428109358,"L. gasseri"
"Mycophenolate Mofetil",0.634891428109358,"L. gasseri"
"Mycophenolate Mofetil",0.634891428109358,"L. gasseri"
"Mycophenolate Mofetil",0.747334271680593,"C. scindens"
"Mycophenolate Mofetil",0.747334271680593,"C. scindens"
"Mycophenolate Mofetil",0.747334271680593,"C. scindens"
"Mycophenolate Mofetil",0.747334271680593,"C. scindens"
"Mycophenolate Mofetil",0.747334271680593,"C. scindens"
"Mycophenolate Mofetil",0.747334271680593,"C. scindens"
"Mycophenolate Mofetil",0.747334271680593,"C. scindens"
"Mycophenolate Mofetil",0.747334271680593,"C. scindens"
"Mycophenolate Mofetil",0.747334271680593,"C. scindens"
"Mycophenolate Mofetil",0.747334271680593,"C. scindens"
"Mycophenolate Mofetil",0.747334271680593,"C. scindens"
"Mycophenolate Mofetil",0.747334271680593,"C. scindens"
"Mycophenolate Mofetil",0.747334271680593,"C. scindens"
"Mycophenolate Mofetil",0.747334271680593,"C. scindens"
"Mycophenolate Mofetil",0.747334271680593,"C. scindens"
"Mycophenolate Mofetil",0.747334271680593,"C. scindens"
"Mycophenolate Mofetil",0.747334271680593,"C. scindens"
"Mycophenolate Mofetil",0.747334271680593,"C. scindens"
"Mycophenolate Mofetil",0.747334271680593,"C. scindens"
"Mycophenolate Mofetil",0.747334271680593,"C. scindens"
"Mycophenolate Mofetil",0.851863278848964,"B. thetaiotaomicron"
"Mycophenolate Mofetil",0.851863278848964,"B. thetaiotaomicron"
"Mycophenolate Mofetil",0.851863278848964,"B. thetaiotaomicron"
"Mycophenolate Mofetil",0.851863278848964,"B. thetaiotaomicron"
"Mycophenolate Mofetil",0.851863278848964,"B. thetaiotaomicron"
"Mycophenolate Mofetil",0.851863278848964,"B. thetaiotaomicron"
"Mycophenolate Mofetil",0.851863278848964,"B. thetaiotaomicron"
"Mycophenolate Mofetil",0.851863278848964,"B. thetaiotaomicron"
"Mycophenolate Mofetil",0.851863278848964,"B. thetaiotaomicron"
"Mycophenolate Mofetil",0.851863278848964,"B. thetaiotaomicron"
"Mycophenolate Mofetil",0.851863278848964,"B. thetaiotaomicron"
"Mycophenolate Mofetil",0.851863278848964,"B. thetaiotaomicron"
"Mycophenolate Mofetil",0.851863278848964,"B. thetaiotaomicron"
"Mycophenolate Mofetil",0.851863278848964,"B. thetaiotaomicron"
"Mycophenolate Mofetil",0.851863278848964,"B. thetaiotaomicron"
"Mycophenolate Mofetil",0.851863278848964,"B. thetaiotaomicron"
"Mycophenolate Mofetil",0.851863278848964,"B. thetaiotaomicron"
"Mycophenolate Mofetil",0.851863278848964,"B. thetaiotaomicron"
"Mycophenolate Mofetil",0.851863278848964,"B. thetaiotaomicron"
"Mycophenolate Mofetil",0.851863278848964,"B. thetaiotaomicron"
"Mycophenolate Mofetil",0.000684303419102344,"E. faecalis"
"Mycophenolate Mofetil",0.000684303419102344,"E. faecalis"
"Mycophenolate Mofetil",0.000684303419102344,"E. faecalis"
"Mycophenolate Mofetil",0.000684303419102344,"E. faecalis"
"Mycophenolate Mofetil",0.000684303419102344,"E. faecalis"
"Mycophenolate Mofetil",0.000684303419102344,"E. faecalis"
"Mycophenolate Mofetil",0.000684303419102344,"E. faecalis"
"Mycophenolate Mofetil",0.000684303419102344,"E. faecalis"
"Mycophenolate Mofetil",0.000684303419102344,"E. faecalis"
"Mycophenolate Mofetil",0.000684303419102344,"E. faecalis"
"Mycophenolate Mofetil",0.000684303419102344,"E. faecalis"
"Mycophenolate Mofetil",0.000684303419102344,"E. faecalis"
"Mycophenolate Mofetil",0.000684303419102344,"E. faecalis"
"Mycophenolate Mofetil",0.000684303419102344,"E. faecalis"
"Mycophenolate Mofetil",0.000684303419102344,"E. faecalis"
"Mycophenolate Mofetil",0.000684303419102344,"E. faecalis"
"Mycophenolate Mofetil",0.000684303419102344,"E. faecalis"
"Mycophenolate Mofetil",0.689436472741357,"A. naeslundi"
"Mycophenolate Mofetil",0.689436472741357,"A. naeslundi"
"Mycophenolate Mofetil",0.689436472741357,"A. naeslundi"
"Mycophenolate Mofetil",0.689436472741357,"A. naeslundi"
"Mycophenolate Mofetil",0.689436472741357,"A. naeslundi"
"Mycophenolate Mofetil",0.689436472741357,"A. naeslundi"
"Mycophenolate Mofetil",0.689436472741357,"A. naeslundi"
"Mycophenolate Mofetil",0.689436472741357,"A. naeslundi"
"Mycophenolate Mofetil",0.689436472741357,"A. naeslundi"
"Mycophenolate Mofetil",0.689436472741357,"A. naeslundi"
"Mycophenolate Mofetil",0.689436472741357,"A. naeslundi"
"Mycophenolate Mofetil",0.689436472741357,"A. naeslundi"
"Mycophenolate Mofetil",0.689436472741357,"A. naeslundi"
"Mycophenolate Mofetil",0.689436472741357,"A. naeslundi"
"Mycophenolate Mofetil",0.689436472741357,"A. naeslundi"
"Mycophenolate Mofetil",0.689436472741357,"A. naeslundi"
"Mycophenolate Mofetil",0.689436472741357,"A. naeslundi"
"Mycophenolate Mofetil",0.689436472741357,"A. naeslundi"
"Mycophenolate Mofetil",0.689436472741357,"A. naeslundi"
"Mycophenolate Mofetil",0.689436472741357,"A. naeslundi"
"Mycophenolate Mofetil",0.533147467458172,"A. omnicolens"
"Mycophenolate Mofetil",0.533147467458172,"A. omnicolens"
"Mycophenolate Mofetil",0.533147467458172,"A. omnicolens"
"Mycophenolate Mofetil",0.533147467458172,"A. omnicolens"
"Mycophenolate Mofetil",0.533147467458172,"A. omnicolens"
"Mycophenolate Mofetil",0.533147467458172,"A. omnicolens"
"Mycophenolate Mofetil",0.533147467458172,"A. omnicolens"
"Mycophenolate Mofetil",0.533147467458172,"A. omnicolens"
"Mycophenolate Mofetil",0.533147467458172,"A. omnicolens"
"Mycophenolate Mofetil",0.533147467458172,"A. omnicolens"
"Mycophenolate Mofetil",0.533147467458172,"A. omnicolens"
"Mycophenolate Mofetil",0.533147467458172,"A. omnicolens"
