Sample	Unique Reads	Duplicate Reads
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch4_P3_for_Q | AAC2FGFHV_230321_MG_Batch4_23s001005-1-1_Gross_lane1120 | AAC2FGFHV_230321_MG_Batch4_23s001005-1-1_Gross_lane1120_R2_001	13468228.0	3369067.0
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch4_P3_for_Q | AAC2FGFHV_230321_MG_Batch4_23s001005-1-1_Gross_lane1121 | AAC2FGFHV_230321_MG_Batch4_23s001005-1-1_Gross_lane1121_R1_001	16189577.0	10312093.0
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch4_P3_for_Q | AAC2FGFHV_230321_MG_Batch4_23s001005-1-1_Gross_lane1121 | AAC2FGFHV_230321_MG_Batch4_23s001005-1-1_Gross_lane1121_R2_001	16904814.0	9596856.0
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch4_P3_for_Q | AAC2FGFHV_230321_MG_Batch4_23s001005-1-1_Gross_lane1122 | AAC2FGFHV_230321_MG_Batch4_23s001005-1-1_Gross_lane1122_R1_001	17914721.0	6655934.0
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch4_P3_for_Q | AAC2FGFHV_230321_MG_Batch4_23s001005-1-1_Gross_lane1122 | AAC2FGFHV_230321_MG_Batch4_23s001005-1-1_Gross_lane1122_R2_001	18445106.0	6125549.0
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch4_P3_for_Q | AAC2FGFHV_230321_MG_Batch4_23s001005-1-1_Gross_lane1123 | AAC2FGFHV_230321_MG_Batch4_23s001005-1-1_Gross_lane1123_R1_001	16431580.0	6304671.0
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch4_P3_for_Q | AAC2FGFHV_230321_MG_Batch4_23s001005-1-1_Gross_lane1123 | AAC2FGFHV_230321_MG_Batch4_23s001005-1-1_Gross_lane1123_R2_001	16923365.0	5812886.0
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch4_P3_for_Q | AAC2FGFHV_230321_MG_Batch4_23s001005-1-1_Gross_lane1124 | AAC2FGFHV_230321_MG_Batch4_23s001005-1-1_Gross_lane1124_R1_001	23734759.0	16470028.0
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch4_P3_for_Q | AAC2FGFHV_230321_MG_Batch4_23s001005-1-1_Gross_lane1124 | AAC2FGFHV_230321_MG_Batch4_23s001005-1-1_Gross_lane1124_R2_001	25196340.0	15008447.0
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch4_P3_for_Q | AAC2FGFHV_230321_MG_Batch4_23s001005-1-1_Gross_lane1125 | AAC2FGFHV_230321_MG_Batch4_23s001005-1-1_Gross_lane1125_R1_001	14909477.0	5259738.0
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch4_P3_for_Q | AAC2FGFHV_230321_MG_Batch4_23s001005-1-1_Gross_lane1125 | AAC2FGFHV_230321_MG_Batch4_23s001005-1-1_Gross_lane1125_R2_001	15342467.0	4826748.0
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch4_P3_for_Q | AAC2FGFHV_230321_MG_Batch4_23s001005-1-1_Gross_lane1126 | AAC2FGFHV_230321_MG_Batch4_23s001005-1-1_Gross_lane1126_R1_001	22826963.0	8581096.0
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch4_P3_for_Q | AAC2FGFHV_230321_MG_Batch4_23s001005-1-1_Gross_lane1126 | AAC2FGFHV_230321_MG_Batch4_23s001005-1-1_Gross_lane1126_R2_001	23602414.0	7805645.0
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch4_P3_for_Q | AAC2FGFHV_230321_MG_Batch4_23s001005-1-1_Gross_lane1129 | AAC2FGFHV_230321_MG_Batch4_23s001005-1-1_Gross_lane1129_R1_001	17210893.0	8362219.0
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch4_P3_for_Q | AAC2FGFHV_230321_MG_Batch4_23s001005-1-1_Gross_lane1129 | AAC2FGFHV_230321_MG_Batch4_23s001005-1-1_Gross_lane1129_R2_001	18076759.0	7496353.0
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch4_P3_for_Q | AAC2FGFHV_230321_MG_Batch4_23s001005-1-1_Gross_lane1131 | AAC2FGFHV_230321_MG_Batch4_23s001005-1-1_Gross_lane1131_R1_001	25473592.0	12642807.0
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch4_P3_for_Q | AAC2FGFHV_230321_MG_Batch4_23s001005-1-1_Gross_lane1131 | AAC2FGFHV_230321_MG_Batch4_23s001005-1-1_Gross_lane1131_R2_001	26727206.0	11389193.0
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch4_P3_for_Q | AAC2FGFHV_230321_MG_Batch4_23s001005-1-1_Gross_lane1132 | AAC2FGFHV_230321_MG_Batch4_23s001005-1-1_Gross_lane1132_R1_001	20692212.0	7764708.0
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch4_P3_for_Q | AAC2FGFHV_230321_MG_Batch4_23s001005-1-1_Gross_lane1132 | AAC2FGFHV_230321_MG_Batch4_23s001005-1-1_Gross_lane1132_R2_001	21440678.0	7016242.0
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch4_P3_for_Q | AAC2FGFHV_230321_MG_Batch4_23s001005-1-1_Gross_lane1134 | AAC2FGFHV_230321_MG_Batch4_23s001005-1-1_Gross_lane1134_R1_001	14575609.0	30572803.0
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch4_P3_for_Q | AAC2FGFHV_230321_MG_Batch4_23s001005-1-1_Gross_lane1134 | AAC2FGFHV_230321_MG_Batch4_23s001005-1-1_Gross_lane1134_R2_001	16948796.0	28199616.0
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch4_P3_for_Q | AAC2FGFHV_230321_MG_Batch4_23s001005-1-1_Gross_lane1135 | AAC2FGFHV_230321_MG_Batch4_23s001005-1-1_Gross_lane1135_R1_001	23161984.0	19938030.0
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch4_P3_for_Q | AAC2FGFHV_230321_MG_Batch4_23s001005-1-1_Gross_lane1135 | AAC2FGFHV_230321_MG_Batch4_23s001005-1-1_Gross_lane1135_R2_001	24756865.0	18343149.0
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch4_P3_for_Q | AAC2FGFHV_230321_MG_Batch4_23s001005-1-1_Gross_lane1136 | AAC2FGFHV_230321_MG_Batch4_23s001005-1-1_Gross_lane1136_R1_001	23879958.0	19003901.0
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch4_P3_for_Q | AAC2FGFHV_230321_MG_Batch4_23s001005-1-1_Gross_lane1136 | AAC2FGFHV_230321_MG_Batch4_23s001005-1-1_Gross_lane1136_R2_001	25806769.0	17077090.0
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch4_P3_for_Q | AAC2FGFHV_230321_MG_Batch4_23s001005-1-1_Gross_lane1137 | AAC2FGFHV_230321_MG_Batch4_23s001005-1-1_Gross_lane1137_R1_001	30330720.0	12496287.0
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch4_P3_for_Q | AAC2FGFHV_230321_MG_Batch4_23s001005-1-1_Gross_lane1137 | AAC2FGFHV_230321_MG_Batch4_23s001005-1-1_Gross_lane1137_R2_001	31452142.0	11374865.0
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch4_P3_for_Q | AAC2FGFHV_230321_MG_Batch4_23s001005-1-1_Gross_lane1138 | AAC2FGFHV_230321_MG_Batch4_23s001005-1-1_Gross_lane1138_R1_001	25146906.0	8373269.0
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch4_P3_for_Q | AAC2FGFHV_230321_MG_Batch4_23s001005-1-1_Gross_lane1138 | AAC2FGFHV_230321_MG_Batch4_23s001005-1-1_Gross_lane1138_R2_001	25957226.0	7562949.0
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch4_P3_for_Q | AAC2FGFHV_230321_MG_Batch4_23s001005-1-1_Gross_lane1140 | AAC2FGFHV_230321_MG_Batch4_23s001005-1-1_Gross_lane1140_R1_001	27908361.0	8334800.0
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch4_P3_for_Q | AAC2FGFHV_230321_MG_Batch4_23s001005-1-1_Gross_lane1140 | AAC2FGFHV_230321_MG_Batch4_23s001005-1-1_Gross_lane1140_R2_001	28687385.0	7555776.0
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch4_P3_for_Q | AAC2FGFHV_230321_MG_Batch4_23s001005-1-1_Gross_lane1141 | AAC2FGFHV_230321_MG_Batch4_23s001005-1-1_Gross_lane1141_R1_001	23271640.0	12512842.0
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch4_P3_for_Q | AAC2FGFHV_230321_MG_Batch4_23s001005-1-1_Gross_lane1141 | AAC2FGFHV_230321_MG_Batch4_23s001005-1-1_Gross_lane1141_R2_001	24440256.0	11344226.0
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch4_P3_for_Q | AAC2FGFHV_230321_MG_Batch4_23s001005-1-1_Gross_lane1142 | AAC2FGFHV_230321_MG_Batch4_23s001005-1-1_Gross_lane1142_R1_001	19578841.0	14484738.0
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch4_P3_for_Q | AAC2FGFHV_230321_MG_Batch4_23s001005-1-1_Gross_lane1142 | AAC2FGFHV_230321_MG_Batch4_23s001005-1-1_Gross_lane1142_R2_001	20845532.0	13218047.0
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch4_P3_for_Q | AAC2FGFHV_230321_MG_Batch4_23s001005-1-1_Gross_lane1143 | AAC2FGFHV_230321_MG_Batch4_23s001005-1-1_Gross_lane1143_R1_001	28864263.0	14817050.0
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch4_P3_for_Q | AAC2FGFHV_230321_MG_Batch4_23s001005-1-1_Gross_lane1143 | AAC2FGFHV_230321_MG_Batch4_23s001005-1-1_Gross_lane1143_R2_001	30253514.0	13427799.0
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch4_P3_for_Q | AAC2FGFHV_230321_MG_Batch4_23s001005-1-1_Gross_lane1144 | AAC2FGFHV_230321_MG_Batch4_23s001005-1-1_Gross_lane1144_R1_001	30829786.0	8870378.0
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch4_P3_for_Q | AAC2FGFHV_230321_MG_Batch4_23s001005-1-1_Gross_lane1144 | AAC2FGFHV_230321_MG_Batch4_23s001005-1-1_Gross_lane1144_R2_001	31698196.0	8001968.0
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch4_P3_for_Q | AAC2FGFHV_230321_MG_Batch4_23s001005-1-1_Gross_lane1145 | AAC2FGFHV_230321_MG_Batch4_23s001005-1-1_Gross_lane1145_R1_001	30419299.0	8606001.0
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch4_P3_for_Q | AAC2FGFHV_230321_MG_Batch4_23s001005-1-1_Gross_lane1145 | AAC2FGFHV_230321_MG_Batch4_23s001005-1-1_Gross_lane1145_R2_001	31349797.0	7675503.0
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch4_P3_for_Q | AAC2FGFHV_230321_MG_Batch4_23s001005-1-1_Gross_lane1146 | AAC2FGFHV_230321_MG_Batch4_23s001005-1-1_Gross_lane1146_R1_001	25312415.0	7051950.0
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch4_P3_for_Q | AAC2FGFHV_230321_MG_Batch4_23s001005-1-1_Gross_lane1146 | AAC2FGFHV_230321_MG_Batch4_23s001005-1-1_Gross_lane1146_R2_001	25982234.0	6382131.0
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch4_P3_for_Q | AAC2FGFHV_230321_MG_Batch4_23s001005-1-1_Gross_lane1147 | AAC2FGFHV_230321_MG_Batch4_23s001005-1-1_Gross_lane1147_R1_001	27089021.0	13074082.0
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch4_P3_for_Q | AAC2FGFHV_230321_MG_Batch4_23s001005-1-1_Gross_lane1147 | AAC2FGFHV_230321_MG_Batch4_23s001005-1-1_Gross_lane1147_R2_001	28287166.0	11875937.0
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch4_P3_for_Q | AAC2FGFHV_230321_MG_Batch4_23s001005-1-1_Gross_lane1148 | AAC2FGFHV_230321_MG_Batch4_23s001005-1-1_Gross_lane1148_R1_001	26211901.0	9239441.0
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch4_P3_for_Q | AAC2FGFHV_230321_MG_Batch4_23s001005-1-1_Gross_lane1148 | AAC2FGFHV_230321_MG_Batch4_23s001005-1-1_Gross_lane1148_R2_001	27168218.0	8283124.0
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch4_P3_for_Q | AAC2FGFHV_230321_MG_Batch4_23s001005-1-1_Gross_lane1149 | AAC2FGFHV_230321_MG_Batch4_23s001005-1-1_Gross_lane1149_R1_001	24149170.0	9562523.0
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch4_P3_for_Q | AAC2FGFHV_230321_MG_Batch4_23s001005-1-1_Gross_lane1149 | AAC2FGFHV_230321_MG_Batch4_23s001005-1-1_Gross_lane1149_R2_001	24958130.0	8753563.0
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch4_P3_for_Q | AAC2FGFHV_230321_MG_Batch4_23s001005-1-1_Gross_lane1150 | AAC2FGFHV_230321_MG_Batch4_23s001005-1-1_Gross_lane1150_R1_001	22574584.0	7239810.0
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch4_P3_for_Q | AAC2FGFHV_230321_MG_Batch4_23s001005-1-1_Gross_lane1150 | AAC2FGFHV_230321_MG_Batch4_23s001005-1-1_Gross_lane1150_R2_001	23256208.0	6558186.0
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch4_P3_for_Q | AAC2FGFHV_230321_MG_Batch4_23s001005-1-1_Gross_lane1152 | AAC2FGFHV_230321_MG_Batch4_23s001005-1-1_Gross_lane1152_R1_001	33525208.0	18599924.0
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch4_P3_for_Q | AAC2FGFHV_230321_MG_Batch4_23s001005-1-1_Gross_lane1152 | AAC2FGFHV_230321_MG_Batch4_23s001005-1-1_Gross_lane1152_R2_001	35152777.0	16972355.0
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1127 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1127_1	4031206.0	2763065.0
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1127 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1127_2	4286879.0	2507392.0
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1128 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1128_1	7437792.0	6937657.0
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1128 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1128_2	8007942.0	6367507.0
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1133 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1133_1	2065074.0	1747739.0
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1133 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1133_2	2177576.0	1635237.0
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1139 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1139_1	9627242.0	2703218.0
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1139 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1139_2	9839494.0	2490966.0
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1151 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1151_1	7853964.0	2485029.0
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1151 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1151_2	8015512.0	2323481.0
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1154 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1154_1	15579913.0	5302093.0
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1154 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1154_2	15920041.0	4961965.0
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1155 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1155_1	25328168.0	11772210.0
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1155 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1155_2	25983176.0	11117202.0
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1156 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1156_1	32270692.0	11097440.0
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1156 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1156_2	32823575.0	10544557.0
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1157 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1157_1	36908914.0	13899612.0
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1157 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1157_2	37598926.0	13209600.0
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1158 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1158_1	17053741.0	24033824.0
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1158 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1158_2	18109987.0	22977578.0
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1159 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1159_1	26381698.0	18281711.0
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1159 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1159_2	27239350.0	17424059.0
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1160 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1160_1	27488062.0	12291508.0
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1160 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1160_2	28443297.0	11336273.0
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1161 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1161_1	44859465.0	25751967.0
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1161 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1161_2	46012124.0	24599308.0
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1163 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1163_1	24339839.0	7447234.0
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1163 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1163_2	24762944.0	7024129.0
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1164 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1164_1	12024513.0	5609265.0
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1164 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1164_2	12488971.0	5144807.0
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1165 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1165_1	33954941.0	14890008.0
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1165 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1165_2	34629677.0	14215272.0
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1166 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1166_1	13001374.0	4752493.0
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1166 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1166_2	13479222.0	4274645.0
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1167 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1167_1	12142734.0	5863843.0
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1167 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1167_2	12882333.0	5124244.0
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1168 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1168_1	27363403.0	20718473.0
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1168 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1168_2	28401878.0	19679998.0
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1169 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1169_1	29698647.0	10223712.0
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1169 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1169_2	30209958.0	9712401.0
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1170 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1170_1	4053271.0	7780039.0
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1170 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1170_2	4430586.0	7402724.0
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1171 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1171_1	8109491.0	38630939.0
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1171 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1171_2	9356312.0	37384118.0
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1172 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1172_1	8220629.0	3799451.0
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1172 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1172_2	8504587.0	3515493.0
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1173 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1173_1	31008437.0	19385390.0
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1173 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1173_2	31847004.0	18546823.0
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1174 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1174_1	32229949.0	8050036.0
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1174 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1174_2	32635838.0	7644147.0
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1175 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1175_1	40376135.0	10895733.0
