Sample	Top overrepresented sequence	Sum of remaining overrepresented sequences
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch2_P3_for_Q | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG43 | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG43_2	0.10088301270572801	0.0
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch2_P3_for_Q | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG44 | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG44_1	0.0	0.0
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch2_P3_for_Q | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG44 | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG44_2	0.0	0.0
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch2_P3_for_Q | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG45 | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG45_1	0.0	0.0
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch2_P3_for_Q | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG45 | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG45_2	0.0	0.0
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch2_P3_for_Q | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG46 | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG46_1	0.0	0.0
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch2_P3_for_Q | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG46 | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG46_2	0.0	0.0
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch2_P3_for_Q | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG47 | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG47_1	0.0	0.0
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch2_P3_for_Q | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG47 | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG47_2	0.0	0.0
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch2_P3_for_Q | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG49 | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG49_1	0.0	0.0
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch2_P3_for_Q | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG49 | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG49_2	0.0	0.0
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch2_P3_for_Q | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG50 | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG50_1	0.0	0.0
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch2_P3_for_Q | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG50 | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG50_2	0.0	0.0
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch2_P3_for_Q | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG51 | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG51_1	0.0	0.0
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch2_P3_for_Q | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG51 | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG51_2	0.0	0.0
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch2_P3_for_Q | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG52 | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG52_1	0.0	0.0
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch2_P3_for_Q | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG52 | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG52_2	0.17051874199474112	0.0
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch2_P3_for_Q | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG53 | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG53_1	0.0	0.0
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch2_P3_for_Q | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG53 | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG53_2	0.0	0.0
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch2_P3_for_Q | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG54 | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG54_1	0.0	0.0
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch2_P3_for_Q | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG54 | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG54_2	0.0	0.0
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch2_P3_for_Q | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG55 | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG55_1	0.0	0.0
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch2_P3_for_Q | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG55 | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG55_2	0.0	0.0
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch2_P3_for_Q | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG56 | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG56_1	0.0	0.0
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch2_P3_for_Q | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG56 | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG56_2	0.0	0.0
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch2_P3_for_Q | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG57 | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG57_1	0.0	0.0
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch2_P3_for_Q | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG57 | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG57_2	0.0	0.0
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch2_P3_for_Q | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG58 | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG58_1	0.0	0.0
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch2_P3_for_Q | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG58 | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG58_2	0.10354665970006731	0.0
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch2_P3_for_Q | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG59 | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG59_1	0.0	0.0
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch2_P3_for_Q | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG59 | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG59_2	0.10074887877605714	0.0
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch2_P3_for_Q | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG60 | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG60_1	0.0	0.0
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch2_P3_for_Q | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG60 | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG60_2	0.0	0.0
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch2_P3_for_Q | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG61 | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG61_1	0.0	0.0
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch2_P3_for_Q | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG61 | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG61_2	0.0	0.0
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch2_P3_for_Q | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG62 | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG62_1	0.0	0.0
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch2_P3_for_Q | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG62 | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG62_2	0.0	0.0
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch2_P3_for_Q | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG7 | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG7_1	0.0	0.0
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch2_P3_for_Q | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG7 | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG7_2	0.17972717782652395	0.0
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch2_P3_for_Q | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG8 | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG8_1	0.0	0.0
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch2_P3_for_Q | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG8 | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG8_2	0.12454729439522365	0.0
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch3_P3_for_Q | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG100 | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG100_1	0.0	0.0
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch3_P3_for_Q | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG100 | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG100_2	0.0	0.0
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch3_P3_for_Q | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG101 | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG101_1	0.0	0.0
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch3_P3_for_Q | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG101 | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG101_2	0.0	0.0
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch3_P3_for_Q | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG102 | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG102_1	0.0	0.0
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch3_P3_for_Q | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG102 | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG102_2	0.0	0.0
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch3_P3_for_Q | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG103 | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG103_1	0.0	0.0
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch3_P3_for_Q | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG103 | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG103_2	0.0	0.0
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch3_P3_for_Q | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG104 | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG104_1	0.0	0.0
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch3_P3_for_Q | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG104 | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG104_2	0.0	0.0
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch3_P3_for_Q | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG105 | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG105_1	0.0	0.0
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch3_P3_for_Q | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG105 | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG105_2	0.0	0.0
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch3_P3_for_Q | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG63 | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG63_1	0.0	0.0
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch3_P3_for_Q | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG63 | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG63_2	0.0	0.0
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch3_P3_for_Q | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG64 | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG64_1	0.0	0.0
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch3_P3_for_Q | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG64 | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG64_2	0.0	0.0
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch3_P3_for_Q | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG65 | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG65_1	0.0	0.0
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch3_P3_for_Q | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG65 | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG65_2	0.0	0.0
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch3_P3_for_Q | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG66 | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG66_1	0.0	0.0
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch3_P3_for_Q | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG66 | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG66_2	0.0	0.0
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch3_P3_for_Q | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG67 | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG67_1	0.0	0.0
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch3_P3_for_Q | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG67 | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG67_2	0.0	0.0
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch3_P3_for_Q | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG68 | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG68_1	0.0	0.0
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch3_P3_for_Q | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG68 | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG68_2	0.0	0.0
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch3_P3_for_Q | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG69 | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG69_1	0.0	0.0
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch3_P3_for_Q | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG69 | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG69_2	0.0	0.0
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch3_P3_for_Q | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG70 | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG70_1	0.0	0.0
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch3_P3_for_Q | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG70 | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG70_2	0.0	0.0
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch3_P3_for_Q | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG71 | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG71_1	0.0	0.0
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch3_P3_for_Q | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG71 | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG71_2	0.0	0.0
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch3_P3_for_Q | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG72 | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG72_1	0.0	0.0
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch3_P3_for_Q | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG72 | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG72_2	0.0	0.0
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch3_P3_for_Q | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG74 | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG74_1	0.0	0.0
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch3_P3_for_Q | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG74 | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG74_2	0.0	0.0
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch3_P3_for_Q | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG75 | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG75_1	0.0	0.0
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch3_P3_for_Q | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG75 | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG75_2	0.0	0.0
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch3_P3_for_Q | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG76 | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG76_1	0.0	0.0
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch3_P3_for_Q | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG76 | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG76_2	0.0	0.0
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch3_P3_for_Q | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG77 | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG77_1	0.0	0.0
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch3_P3_for_Q | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG77 | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG77_2	0.0	0.0
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch3_P3_for_Q | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG78 | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG78_1	0.0	0.0
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch3_P3_for_Q | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG78 | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG78_2	0.0	0.0
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch3_P3_for_Q | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG79 | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG79_1	0.0	0.0
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch3_P3_for_Q | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG79 | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG79_2	0.0	0.0
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch3_P3_for_Q | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG80 | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG80_1	0.0	0.0
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch3_P3_for_Q | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG80 | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG80_2	0.0	0.0
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch3_P3_for_Q | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG81 | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG81_1	0.0	0.0
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch3_P3_for_Q | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG81 | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG81_2	0.0	0.0
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch3_P3_for_Q | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG82 | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG82_1	0.0	0.0
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch3_P3_for_Q | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG82 | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG82_2	0.0	0.0
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch3_P3_for_Q | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG83 | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG83_1	0.0	0.0
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch3_P3_for_Q | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG83 | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG83_2	0.0	0.0
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch3_P3_for_Q | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG84 | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG84_1	0.0	0.0
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch3_P3_for_Q | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG84 | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG84_2	0.0	0.0
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch3_P3_for_Q | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG85 | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG85_1	0.0	0.0
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch3_P3_for_Q | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG85 | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG85_2	0.0	0.0
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch3_P3_for_Q | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG86 | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG86_1	0.0	0.0
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch3_P3_for_Q | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG86 | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG86_2	0.0	0.0
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch3_P3_for_Q | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG87 | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG87_1	0.0	0.0
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch3_P3_for_Q | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG87 | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG87_2	0.0	0.0
