Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG366 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG366_2	(11.0, 1.0)	(12.0, 73.0)	(13.0, 519.0)	(14.0, 1061.0)	(15.0, 1445.0)	(16.0, 1402.0)	(17.0, 1649.0)	(18.0, 2183.0)	(19.0, 3941.0)	(20.0, 8006.0)	(21.0, 16619.0)	(22.0, 31821.0)	(23.0, 56443.0)	(24.0, 61671.0)	(25.0, 61174.0)	(26.0, 79265.0)	(27.0, 109874.0)	(28.0, 151031.0)	(29.0, 214075.0)	(30.0, 301843.0)	(31.0, 448308.0)	(32.0, 673009.0)	(33.0, 1115595.0)	(34.0, 2028612.0)	(35.0, 4833472.0)	(36.0, 11576915.0)	(37.0, 448320.0)				
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG367 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG367_1	(14.0, 4.0)	(15.0, 19.0)	(16.0, 52.0)	(17.0, 163.0)	(18.0, 390.0)	(19.0, 745.0)	(20.0, 1500.0)	(21.0, 3031.0)	(22.0, 5732.0)	(23.0, 11566.0)	(24.0, 21208.0)	(25.0, 41090.0)	(26.0, 75540.0)	(27.0, 136192.0)	(28.0, 222244.0)	(29.0, 345853.0)	(30.0, 495065.0)	(31.0, 691565.0)	(32.0, 945490.0)	(33.0, 1374417.0)	(34.0, 1902136.0)	(35.0, 3826429.0)	(36.0, 12745403.0)	(37.0, 704175.0)							
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG367 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG367_2	(11.0, 6.0)	(12.0, 219.0)	(13.0, 919.0)	(14.0, 1633.0)	(15.0, 1517.0)	(16.0, 1397.0)	(17.0, 1558.0)	(18.0, 2415.0)	(19.0, 4863.0)	(20.0, 10365.0)	(21.0, 21099.0)	(22.0, 38944.0)	(23.0, 68176.0)	(24.0, 84310.0)	(25.0, 88763.0)	(26.0, 108100.0)	(27.0, 144680.0)	(28.0, 189995.0)	(29.0, 257535.0)	(30.0, 352506.0)	(31.0, 510512.0)	(32.0, 749176.0)	(33.0, 1222573.0)	(34.0, 2220636.0)	(35.0, 5285238.0)	(36.0, 11776940.0)	(37.0, 405934.0)				
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG368 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG368_1	(14.0, 1.0)	(15.0, 23.0)	(16.0, 84.0)	(17.0, 167.0)	(18.0, 380.0)	(19.0, 801.0)	(20.0, 1663.0)	(21.0, 3301.0)	(22.0, 6713.0)	(23.0, 13138.0)	(24.0, 24489.0)	(25.0, 46297.0)	(26.0, 82623.0)	(27.0, 144612.0)	(28.0, 231067.0)	(29.0, 350628.0)	(30.0, 492423.0)	(31.0, 672630.0)	(32.0, 879633.0)	(33.0, 1228423.0)	(34.0, 1851236.0)	(35.0, 3637364.0)	(36.0, 10948598.0)	(37.0, 552249.0)							
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG369 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG369_1	(14.0, 1.0)	(15.0, 17.0)	(16.0, 74.0)	(17.0, 152.0)	(18.0, 332.0)	(19.0, 754.0)	(20.0, 1615.0)	(21.0, 3410.0)	(22.0, 6676.0)	(23.0, 13586.0)	(24.0, 26772.0)	(25.0, 51891.0)	(26.0, 94201.0)	(27.0, 165799.0)	(28.0, 264253.0)	(29.0, 400868.0)	(30.0, 559118.0)	(31.0, 765082.0)	(32.0, 1033310.0)	(33.0, 1508456.0)	(34.0, 2027552.0)	(35.0, 4023700.0)	(36.0, 13062226.0)	(37.0, 704212.0)							
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG369 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG369_2	(11.0, 2.0)	(12.0, 216.0)	(13.0, 1096.0)	(14.0, 1585.0)	(15.0, 1517.0)	(16.0, 1423.0)	(17.0, 1561.0)	(18.0, 2543.0)	(19.0, 5031.0)	(20.0, 11236.0)	(21.0, 22880.0)	(22.0, 41729.0)	(23.0, 72508.0)	(24.0, 99102.0)	(25.0, 103330.0)	(26.0, 118257.0)	(27.0, 158481.0)	(28.0, 207116.0)	(29.0, 280223.0)	(30.0, 383176.0)	(31.0, 552990.0)	(32.0, 810935.0)	(33.0, 1322729.0)	(34.0, 2391910.0)	(35.0, 5655780.0)	(36.0, 12055234.0)	(37.0, 411467.0)				
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG370 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG370_1	(15.0, 16.0)	(16.0, 62.0)	(17.0, 102.0)	(18.0, 324.0)	(19.0, 820.0)	(20.0, 1743.0)	(21.0, 4033.0)	(22.0, 8409.0)	(23.0, 17063.0)	(24.0, 32641.0)	(25.0, 62855.0)	(26.0, 111970.0)	(27.0, 194135.0)	(28.0, 303170.0)	(29.0, 452086.0)	(30.0, 621725.0)	(31.0, 834643.0)	(32.0, 1073586.0)	(33.0, 1484644.0)	(34.0, 2225470.0)	(35.0, 4396003.0)	(36.0, 12710060.0)	(37.0, 550180.0)								
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG370 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG370_2	(11.0, 4.0)	(12.0, 225.0)	(13.0, 1160.0)	(14.0, 1632.0)	(15.0, 1480.0)	(16.0, 1411.0)	(17.0, 1619.0)	(18.0, 2751.0)	(19.0, 5872.0)	(20.0, 12690.0)	(21.0, 24864.0)	(22.0, 43642.0)	(23.0, 72230.0)	(24.0, 104210.0)	(25.0, 126637.0)	(26.0, 139240.0)	(27.0, 182098.0)	(28.0, 240208.0)	(29.0, 327934.0)	(30.0, 448821.0)	(31.0, 648805.0)	(32.0, 952171.0)	(33.0, 1552273.0)	(34.0, 2763425.0)	(35.0, 6163623.0)	(36.0, 11003979.0)	(37.0, 262736.0)				
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG371 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG371_1	(14.0, 1.0)	(15.0, 23.0)	(16.0, 57.0)	(17.0, 168.0)	(18.0, 341.0)	(19.0, 726.0)	(20.0, 1576.0)	(21.0, 3429.0)	(22.0, 7179.0)	(23.0, 13984.0)	(24.0, 26851.0)	(25.0, 50652.0)	(26.0, 90829.0)	(27.0, 158139.0)	(28.0, 249573.0)	(29.0, 374640.0)	(30.0, 520130.0)	(31.0, 705147.0)	(32.0, 916467.0)	(33.0, 1271785.0)	(34.0, 1928426.0)	(35.0, 3798848.0)	(36.0, 11903856.0)	(37.0, 640693.0)							
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG371 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG371_2	(11.0, 6.0)	(12.0, 248.0)	(13.0, 1247.0)	(14.0, 1842.0)	(15.0, 1770.0)	(16.0, 1653.0)	(17.0, 1941.0)	(18.0, 3244.0)	(19.0, 7146.0)	(20.0, 15351.0)	(21.0, 30313.0)	(22.0, 52919.0)	(23.0, 84455.0)	(24.0, 114590.0)	(25.0, 133479.0)	(26.0, 154728.0)	(27.0, 200840.0)	(28.0, 259496.0)	(29.0, 347091.0)	(30.0, 465839.0)	(31.0, 661248.0)	(32.0, 948736.0)	(33.0, 1506901.0)	(34.0, 2605638.0)	(35.0, 5567862.0)	(36.0, 9270872.0)	(37.0, 224065.0)				
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG372 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG372_1	(14.0, 1.0)	(15.0, 7.0)	(16.0, 42.0)	(17.0, 116.0)	(18.0, 210.0)	(19.0, 510.0)	(20.0, 1030.0)	(21.0, 2165.0)	(22.0, 4187.0)	(23.0, 8410.0)	(24.0, 16591.0)	(25.0, 33877.0)	(26.0, 64351.0)	(27.0, 118724.0)	(28.0, 197551.0)	(29.0, 312404.0)	(30.0, 448421.0)	(31.0, 632561.0)	(32.0, 918346.0)	(33.0, 1152337.0)	(34.0, 1687285.0)	(35.0, 3513623.0)	(36.0, 11686598.0)	(37.0, 596378.0)							
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG372 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG372_2	(11.0, 11.0)	(12.0, 396.0)	(13.0, 1635.0)	(14.0, 1969.0)	(15.0, 1676.0)	(16.0, 1492.0)	(17.0, 1740.0)	(18.0, 2857.0)	(19.0, 6093.0)	(20.0, 12646.0)	(21.0, 24209.0)	(22.0, 41080.0)	(23.0, 64836.0)	(24.0, 91035.0)	(25.0, 110685.0)	(26.0, 124091.0)	(27.0, 159262.0)	(28.0, 207868.0)	(29.0, 282064.0)	(30.0, 388009.0)	(31.0, 561495.0)	(32.0, 829542.0)	(33.0, 1354012.0)	(34.0, 2425932.0)	(35.0, 5392032.0)	(36.0, 9104478.0)	(37.0, 204580.0)				
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG373 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG373_1	(14.0, 1.0)	(15.0, 14.0)	(16.0, 46.0)	(17.0, 148.0)	(18.0, 359.0)	(19.0, 736.0)	(20.0, 1530.0)	(21.0, 3201.0)	(22.0, 6310.0)	(23.0, 13203.0)	(24.0, 25638.0)	(25.0, 51278.0)	(26.0, 95029.0)	(27.0, 171566.0)	(28.0, 279078.0)	(29.0, 430686.0)	(30.0, 610477.0)	(31.0, 846398.0)	(32.0, 1134054.0)	(33.0, 1649572.0)	(34.0, 2321832.0)	(35.0, 4736217.0)	(36.0, 15559937.0)	(37.0, 811657.0)							
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG373 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG373_2	(11.0, 2.0)	(12.0, 107.0)	(13.0, 709.0)	(14.0, 1351.0)	(15.0, 1694.0)	(16.0, 1703.0)	(17.0, 2078.0)	(18.0, 3124.0)	(19.0, 5991.0)	(20.0, 12784.0)	(21.0, 25128.0)	(22.0, 46126.0)	(23.0, 81167.0)	(24.0, 91323.0)	(25.0, 98779.0)	(26.0, 127058.0)	(27.0, 173324.0)	(28.0, 233983.0)	(29.0, 324259.0)	(30.0, 452307.0)	(31.0, 659268.0)	(32.0, 978545.0)	(33.0, 1610789.0)	(34.0, 2929557.0)	(35.0, 6848925.0)	(36.0, 13660463.0)	(37.0, 378423.0)				
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG374 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG374_1	(14.0, 4.0)	(15.0, 8.0)	(16.0, 43.0)	(17.0, 114.0)	(18.0, 253.0)	(19.0, 606.0)	(20.0, 1418.0)	(21.0, 3067.0)	(22.0, 6362.0)	(23.0, 13399.0)	(24.0, 26759.0)	(25.0, 51757.0)	(26.0, 93509.0)	(27.0, 165971.0)	(28.0, 264959.0)	(29.0, 400787.0)	(30.0, 559798.0)	(31.0, 766507.0)	(32.0, 996214.0)	(33.0, 1376926.0)	(34.0, 2093531.0)	(35.0, 4264000.0)	(36.0, 13449508.0)	(37.0, 730001.0)							
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG374 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG374_2	(11.0, 6.0)	(12.0, 210.0)	(13.0, 1091.0)	(14.0, 1722.0)	(15.0, 1709.0)	(16.0, 1566.0)	(17.0, 1802.0)	(18.0, 2658.0)	(19.0, 5418.0)	(20.0, 11624.0)	(21.0, 24073.0)	(22.0, 43867.0)	(23.0, 78009.0)	(24.0, 99332.0)	(25.0, 102445.0)	(26.0, 123744.0)	(27.0, 166304.0)	(28.0, 217960.0)	(29.0, 298296.0)	(30.0, 407079.0)	(31.0, 586769.0)	(32.0, 853520.0)	(33.0, 1381646.0)	(34.0, 2464644.0)	(35.0, 5755022.0)	(36.0, 12237076.0)	(37.0, 397909.0)				
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG375 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG375_1	(14.0, 1.0)	(15.0, 18.0)	(16.0, 68.0)	(17.0, 207.0)	(18.0, 466.0)	(19.0, 1164.0)	(20.0, 2485.0)	(21.0, 5416.0)	(22.0, 11331.0)	(23.0, 22492.0)	(24.0, 41613.0)	(25.0, 77600.0)	(26.0, 133195.0)	(27.0, 227730.0)	(28.0, 355709.0)	(29.0, 529655.0)	(30.0, 734309.0)	(31.0, 994499.0)	(32.0, 1290417.0)	(33.0, 1795682.0)	(34.0, 2697764.0)	(35.0, 5244428.0)	(36.0, 16210979.0)	(37.0, 873053.0)							
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG375 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG375_2	(11.0, 3.0)	(12.0, 239.0)	(13.0, 1226.0)	(14.0, 1959.0)	(15.0, 2068.0)	(16.0, 1999.0)	(17.0, 2493.0)	(18.0, 3833.0)	(19.0, 8526.0)	(20.0, 18944.0)	(21.0, 38693.0)	(22.0, 70492.0)	(23.0, 119753.0)	(24.0, 152181.0)	(25.0, 161419.0)	(26.0, 191898.0)	(27.0, 251788.0)	(28.0, 324840.0)	(29.0, 434928.0)	(30.0, 583775.0)	(31.0, 823921.0)	(32.0, 1174611.0)	(33.0, 1857310.0)	(34.0, 3206993.0)	(35.0, 7111638.0)	(36.0, 14276623.0)	(37.0, 428128.0)				
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG376 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG376_1	(15.0, 11.0)	(16.0, 45.0)	(17.0, 146.0)	(18.0, 291.0)	(19.0, 635.0)	(20.0, 1224.0)	(21.0, 2832.0)	(22.0, 5880.0)	(23.0, 12770.0)	(24.0, 25181.0)	(25.0, 49717.0)	(26.0, 88960.0)	(27.0, 156711.0)	(28.0, 247763.0)	(29.0, 372495.0)	(30.0, 513162.0)	(31.0, 694296.0)	(32.0, 900558.0)	(33.0, 1280800.0)	(34.0, 1864804.0)	(35.0, 3652037.0)	(36.0, 12112172.0)	(37.0, 684750.0)								
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG376 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG376_2	(11.0, 5.0)	(12.0, 180.0)	(13.0, 845.0)	(14.0, 1359.0)	(15.0, 1357.0)	(16.0, 1287.0)	(17.0, 1546.0)	(18.0, 2222.0)	(19.0, 4143.0)	(20.0, 8243.0)	(21.0, 17538.0)	(22.0, 33848.0)	(23.0, 62869.0)	(24.0, 75893.0)	(25.0, 76740.0)	(26.0, 94252.0)	(27.0, 128175.0)	(28.0, 171490.0)	(29.0, 237012.0)	(30.0, 327946.0)	(31.0, 477910.0)	(32.0, 704888.0)	(33.0, 1158257.0)	(34.0, 2107587.0)	(35.0, 5064754.0)	(36.0, 11502495.0)	(37.0, 404399.0)				
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG377 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG377_1	(14.0, 1.0)	(15.0, 16.0)	(16.0, 40.0)	(17.0, 139.0)	(18.0, 306.0)	(19.0, 577.0)	(20.0, 1230.0)	(21.0, 2613.0)	(22.0, 5532.0)	(23.0, 10840.0)	(24.0, 20612.0)	(25.0, 38470.0)	(26.0, 68593.0)	(27.0, 118839.0)	(28.0, 187585.0)	(29.0, 283888.0)	(30.0, 396695.0)	(31.0, 549609.0)	(32.0, 783164.0)	(33.0, 972414.0)	(34.0, 1389051.0)	(35.0, 2741107.0)	(36.0, 8692008.0)	(37.0, 504754.0)							
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG377 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG377_2	(11.0, 4.0)	(12.0, 140.0)	(13.0, 668.0)	(14.0, 977.0)	(15.0, 964.0)	(16.0, 947.0)	(17.0, 1174.0)	(18.0, 1895.0)	(19.0, 4289.0)	(20.0, 9453.0)	(21.0, 18775.0)	(22.0, 33057.0)	(23.0, 53028.0)	(24.0, 73903.0)	(25.0, 86758.0)	(26.0, 101908.0)	(27.0, 134112.0)	(28.0, 173135.0)	(29.0, 232634.0)	(30.0, 314739.0)	(31.0, 444178.0)	(32.0, 639252.0)	(33.0, 1013605.0)	(34.0, 1758960.0)	(35.0, 3883755.0)	(36.0, 7552577.0)	(37.0, 233196.0)				
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG378 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG378_1	(14.0, 1.0)	(15.0, 10.0)	(16.0, 34.0)	(17.0, 90.0)	(18.0, 204.0)	(19.0, 433.0)	(20.0, 969.0)	(21.0, 2019.0)	(22.0, 4001.0)	(23.0, 7740.0)	(24.0, 14224.0)	(25.0, 27467.0)	(26.0, 49822.0)	(27.0, 90631.0)	(28.0, 150192.0)	(29.0, 237247.0)	(30.0, 348583.0)	(31.0, 493520.0)	(32.0, 666809.0)	(33.0, 967337.0)	(34.0, 1527532.0)	(35.0, 2868907.0)	(36.0, 8778381.0)	(37.0, 469991.0)							
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG378 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG378_2	(11.0, 7.0)	(12.0, 378.0)	(13.0, 1395.0)	(14.0, 1790.0)	(15.0, 1776.0)	(16.0, 1802.0)	(17.0, 2224.0)	(18.0, 3700.0)	(19.0, 7599.0)	(20.0, 16025.0)	(21.0, 31185.0)	(22.0, 54809.0)	(23.0, 94444.0)	(24.0, 144178.0)	(25.0, 148945.0)	(26.0, 120140.0)	(27.0, 140646.0)	(28.0, 177435.0)	(29.0, 234629.0)	(30.0, 313298.0)	(31.0, 441673.0)	(32.0, 630959.0)	(33.0, 998945.0)	(34.0, 1734827.0)	(35.0, 3813724.0)	(36.0, 7365184.0)	(37.0, 224427.0)				
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG379 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG379_1	(14.0, 1.0)	(15.0, 3.0)	(16.0, 34.0)	(17.0, 74.0)	(18.0, 184.0)	(19.0, 442.0)	(20.0, 859.0)	(21.0, 2090.0)	(22.0, 4386.0)	(23.0, 9325.0)	(24.0, 18272.0)	(25.0, 36763.0)	(26.0, 67743.0)	(27.0, 121325.0)	(28.0, 196667.0)	(29.0, 302678.0)	(30.0, 423442.0)	(31.0, 580209.0)	(32.0, 759442.0)	(33.0, 1066663.0)	(34.0, 1609302.0)	(35.0, 3129786.0)	(36.0, 10236525.0)	(37.0, 576354.0)							
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG379 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG379_2	(11.0, 8.0)	(12.0, 180.0)	(13.0, 804.0)	(14.0, 1196.0)	(15.0, 1142.0)	(16.0, 1006.0)	(17.0, 1217.0)	(18.0, 1865.0)	(19.0, 3447.0)	(20.0, 7531.0)	(21.0, 15744.0)	(22.0, 28896.0)	(23.0, 51201.0)	(24.0, 67535.0)	(25.0, 71390.0)	(26.0, 85477.0)	(27.0, 115238.0)	(28.0, 154336.0)	(29.0, 212705.0)	(30.0, 293568.0)	(31.0, 425624.0)	(32.0, 625655.0)	(33.0, 1024044.0)	(34.0, 1845701.0)	(35.0, 4341097.0)	(36.0, 9454377.0)	(37.0, 311585.0)				
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG380 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG380_1	(14.0, 3.0)	(15.0, 16.0)	(16.0, 45.0)	(17.0, 166.0)	(18.0, 346.0)	(19.0, 706.0)	(20.0, 1606.0)	(21.0, 3398.0)	(22.0, 7019.0)	(23.0, 14483.0)	(24.0, 27671.0)	(25.0, 51911.0)	(26.0, 91151.0)	(27.0, 155294.0)	(28.0, 241491.0)	(29.0, 360420.0)	(30.0, 495933.0)	(31.0, 668753.0)	(32.0, 863065.0)	(33.0, 1199103.0)	(34.0, 1794624.0)	(35.0, 3482863.0)	(36.0, 10979281.0)	(37.0, 607111.0)							
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG380 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG380_2	(11.0, 8.0)	(12.0, 340.0)	(13.0, 1264.0)	(14.0, 1498.0)	(15.0, 1410.0)	(16.0, 1323.0)	(17.0, 1577.0)	(18.0, 2540.0)	(19.0, 5979.0)	(20.0, 13322.0)	(21.0, 27304.0)	(22.0, 47981.0)	(23.0, 76827.0)	(24.0, 107508.0)	(25.0, 128239.0)	(26.0, 139471.0)	(27.0, 175004.0)	(28.0, 224110.0)	(29.0, 298532.0)	(30.0, 400736.0)	(31.0, 566167.0)	(32.0, 812094.0)	(33.0, 1294167.0)	(34.0, 2255172.0)	(35.0, 4975934.0)	(36.0, 9230121.0)	(37.0, 257831.0)				
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG381 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG381_1	(14.0, 2.0)	(15.0, 5.0)	(16.0, 34.0)	(17.0, 98.0)	(18.0, 209.0)	(19.0, 463.0)	(20.0, 1027.0)	(21.0, 2161.0)	(22.0, 3924.0)	(23.0, 7570.0)	(24.0, 14318.0)	(25.0, 27745.0)	(26.0, 51531.0)	(27.0, 95708.0)	(28.0, 158534.0)	(29.0, 249127.0)	(30.0, 359750.0)	(31.0, 502208.0)	(32.0, 675387.0)	(33.0, 990594.0)	(34.0, 1404033.0)	(35.0, 2763231.0)	(36.0, 9535443.0)	(37.0, 598218.0)							
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG381 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG381_2	(11.0, 3.0)	(12.0, 171.0)	(13.0, 892.0)	(14.0, 1307.0)	(15.0, 1235.0)	(16.0, 1184.0)	(17.0, 1289.0)	(18.0, 1812.0)	(19.0, 3610.0)	(20.0, 7508.0)	(21.0, 15273.0)	(22.0, 27617.0)	(23.0, 47290.0)	(24.0, 61960.0)	(25.0, 63795.0)	(26.0, 74727.0)	(27.0, 101603.0)	(28.0, 135113.0)	(29.0, 186067.0)	(30.0, 258148.0)	(31.0, 374123.0)	(32.0, 547425.0)	(33.0, 894895.0)	(34.0, 1605817.0)	(35.0, 3810592.0)	(36.0, 8889967.0)	(37.0, 327897.0)				
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG382 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG382_1	(14.0, 1.0)	(15.0, 15.0)	(16.0, 48.0)	(17.0, 154.0)	(18.0, 329.0)	(19.0, 706.0)	(20.0, 1499.0)	(21.0, 3158.0)	(22.0, 6608.0)	(23.0, 13906.0)	(24.0, 26743.0)	(25.0, 52262.0)	(26.0, 92915.0)	(27.0, 162181.0)	(28.0, 252550.0)	(29.0, 379511.0)	(30.0, 525190.0)	(31.0, 720057.0)	(32.0, 1010206.0)	(33.0, 1334397.0)	(34.0, 1834517.0)	(35.0, 3671176.0)	(36.0, 11693096.0)	(37.0, 637916.0)							
